Journal Code,Unified Command,Region,Province,Type of Engagement,Reference,Report RN,Date,Summary Report,Enemy Side,Government Side,Civilian Side,Firearms Gained,Firearms Losses,Items Recovered / Loss,Other Details,Action Taken,
11521,CENTCOM ,REGION VI,AKLAN ,BOMBING,CENTCOM ,COC-2010-348 ,16 Oct 2010,"On 150125 Oct 2010, the transco suspention tower nr 231, under construction and not on operational status,was sabotaged by unidentified armed men at Brgy Panayakan, Tangalan, Aklan, Other Details:",,,,,,,"a. At around 142300 Oct 2010, a white L300 van was seen parked along the national higway at Brgy Panayakan, Tangalan, Aklan, with MOL six (6) passengers on board. Some of them alighted carrying an cetylene paraphernalia. After 20 mins later, an explosion was heard, after which, three (3) unidentified men, allegedly armed with long FAs, were seen walking towards the L300 van and then proceeded towards the direction of Makato, Aklan./b. During the ocular inspection by the EOD/SOCO of the PNP, it was found out that an Improvised Explosive Device (IED) with firing wire attached to a battery was emplaced at the C and D leg of the tower post. The IED placed at the leg D exploded wihich created a carter of four (4) feet deep and nine (9) feet wide, while IED placed at leg C did not explode except for the blasting caps. The Transco Suspension Tower Nr 231 is partially damaged when the IED exploded./c. Recovered from the scene were one (1) expired blasting caps, and several metallic fragments. Recovered items were turned over to SOCO, PNP for laboratory examination. While the MOL 26 feet long firing wire was turned over to EOD for proper disposition.","The Intel operatives of 12IB, and 31MICO together with PNP personnel of MPS Tnagalan, Aklan are still conducting investigations to identify the perpetrators.",
11607,CENTCOM ,REGION V,MASBATE ,EXPLOSION (GENERAL,SOLCOM ,SLCOC-2210-956-10 ,22 Oct 2010,"On 21 Oct 2010, one (1) section (-) of BCoy, 9IB, 9ID, PA under 2LT CAMSA PA while enroute to Cawayan, Masbate on board one (1) Isuzu Elf was hit when an IED exploded at the left side of the road at vic Brgy Del Rosario, Uson, Masbate.Government Side:",,WIA/Cpl Florante S Kindica 840927  /Pfc Manloue M Lumanga 859380 ,,,,,,"a. Wounded EP were immediately brought to Masbate Doctor`s Hospital for medical treatment. b. On 220900 Oct 2010, TOG5, PAF alerted UH-IH helis for possible air evacuation of the wounded personnel.",
11290,EASTMINCOM ,REGION XII,COTABATO  ,HARASSMENT,EASTMINCOM ,EMCOC-3009-783-10 ,30 Sep 2010,"On 30 Sep 2010, MOL seven (7) fully armed men under unknown commander harrased the civilian residents, including the two (2) CAAs namely Eduardo Fics and Job Nietes, while they were tending their farmlands at vicinity Sitio Maligaya, Brgy Lower Malamote, Matalam, North Cotabato. The incident lasted for about three (3) minutes, afterwhich the perpetrators withdrew westward towards Liguasan Marsh. No casualty was reported resulting from said incident.Other Details:",,,,,,,.,"At about 0620H sameday, upon receiving the report, one (1) squad of CCoy, 68IB, 2ID, PA under 2LT SUMALIDAY (INF) PA immediately proceeded towards the said area. At about 0830H same day, another squad from same unit 1LT CEBRIAN (INF) PA, BN S3 onboard km 450 vehicle left HQ, 68IB and also proceeded towards the area for investigation.",
11315,EASTMINCOM ,ARMM,MAGUINDANAO  ,AMBUSH,6ID ,6DTOC 0410 09 2010 ,04 Oct 2010,"On 040110 Oct 2010, one (1) motorcycle driven by CAA Andan together with his two (2) companions were ambushed at Broce, Datu Odin Sinsuat, Maguindanao. Likewise, two (2) pers of 2nd Mechanized Bn while passing at said place were also fired upon by unidentified armed group.Government Side:",,KIA/CAA Mohammad Andan   /WIA/PFC Aristotle Acob 865713 ,Killed Mr Baisir Saban Wounded Mr Datukon Uda,,,,,,
11335,EASTMINCOM ,ARMM,MAGUINDANAO ,AMBUSH,"6ID, PA ",6DTOC-0410-11-10 ,05 Oct 2010,"Progress report to Journal item # 11315 dtd 04 Oct 2010, re ambush of CAA together with his two (2) companions at vicinity Broce, Datu Odin Sinsuat, Maguindanao. on 040110 Oct 10.Other Details:",,,,,,,CAA Andan died on the spot while his companion manage to escape and informed the incident to the relatives of CAA Andan. The two (2) victims suffered multiple gunshot wounds on the different parts of their body that caused their instantaneous death. Motive of the incident is believed to be family feud.,"a. Immediately, relatives of CAA Andan proceeded to the scene of incident and returned fire towards the enemy position. Firefight lasted for about twenty (20) minutes afterwhich, the perpetrators withdrew toward SPDA, Brgy Semba of the municipality. b. Cadaver of CAA Andan is now laid at his resident at Brgy Tamontaka, DOS Maguindanao while the remains of Basser Saban was brought by his relatives to Poblacion Dalican, DOS, Maguindanao for proper disposition.",
11345,EASTMINCOM ,REGION XII,COTABATO ,HARASSMENT,"6ID, PA ",6DTOC-0510-13-2010 ,05 Oct 2010,"On 041500 Oct 2010, certain Muhamiden Camsa and Candao Dumamba both of legal age and resident of Sitio Patindigin, Brgy Pantar, Banisilan, North Cotabato while harvesting corn on his farm at Sitio Patindigin, Brgy Pantar, banisilan, North Cotabato were fired upon by MOL three (3) armed men under @COMDR BARON, using M16 rifle and Garand rifle, which lasted for almost a minute and said perpetrators withdrew towards West direction. Negative casualty was reported. Motive of incident- RIDO.Action Taken:",,,,,,,,"At about 1520H same day, one (1) Squad led by Tsg Ragual (inf) PA jump-off and proceeded to the scene of incident. At about 1800 same day, said troops conducted ambush position at vicinity Sitio Badak, Brgy Pantar, Banisilan, North Cotabato and returned to station without enemy contact.",
11385,EASTMINCOM ,ARMM,MAGUINDANAO ,ENCOUNTER,"6ID, PA ",6DTOC-0810-21-2010 ,08 Oct 2010,"On 080300 Oct 2010, 1st Platoon, BCoy, 45IB, 5ID, PA under 2LT DELA CRUZ PA while conducting law enforcement operation encountered MOL 20 fully armed members of PAGs under unknown leader at vicinity Brgy Nabundas, Shariff Saydona Mustapha, Maguindanao. Firefight lasted for 20 mins after which the enemy withdrew towards Southest direction. Negative casualty on the gov`t side.Enemy Side:",Wounded/ One (1) Name not reported  ,,,Recovered/1 - M14 rifle with one (1) magazine (sn: Not reported),,Recovered 1 - Jungle bolo,,,
11397,EASTMINCOM ,ARMM,MAGUINDANAO  ,RECOVERY OF WAR MATERIEL,"6ID, PA ",6DTOC-0810-24-2010 ,09 Oct 2010,"Progress Report to Journal Item Nr: 11385 dtd 08 Oct 2010, re-encounter of 1st Pltn, BCoy, 45IB, 5ID, PA under 2LT DELA CRUZ PA while conducting law enforcement operations encountered MOL 20 fully armed members of PAGs under unknown leader at vicinity Brgy Timabangan not Brgy Nabundas as earlier reported, Shariff Saydona Mustapha, Maguindanao on 0830 Oct 2010.  ",Killed/ 1 Killed  Name not reported  ,,,,,,"a. At about 080430 Oct 2010, the troops under 2LT DELA CRUZ gave first aid to the previously reported wounded enemy. Subject was critically wounded at his chest, right arm and other parts of his body. b. At about 0615H same day, he was brought to IPHO Maguindanao for proper medication but reported dead upon arrival. The cadaver is still at IPHO, Maguindanao while waiting for the PNP of Shariff Aguak for further identification and disposition. c. The troops under 2LT DELA CRUZ continued to conduct of clearing and search operations at the encounter site. ",,
11422,EASTMINCOM ,REGION XI,COMPOSTELA VALLEY  ,SHOOTING,EASTMINCOM ,EMCOC 1010 847 10 ,10 Oct 2010,"On 092230 Oct 2010, CAA Canillo PA was shot by an unidentified gunman at Kians Restaurant, Pob, Maragusan, CVP. The gunman astride a motorcycle fled towards unknown direction. Subject CAA suffered two (2) GSW on different parts of his body.Government Side:",,WIA/CAA Anelkynn Canillo   ,,,,,,"1. OOA 2245 same day, one (1) Tm from Pob Maragusan PB led by TSg Dotillos and one (1) of PNP Maragusan conducted pursuit opn for the possible apprehension of the suspect. 2. OOA 2250 same day, CAA Canillo was brought to Davao Regional Hospital, Tagum City. 3. OOA 2255 same day, Mapawa PB, led by Sgt Lagua conducted checkpoint at same municipality.",
11424,EASTMINCOM ,ARMM,MAGUINDANAO  ,RECOVERY OF UXO,6ID ,6DTOC 0910 28 2010 ,09 Oct 2010,"On 082146 Oct 2010, two (2) Pltns composite of A and BCoy 57IB, 6ID led by 2LT CABATIC PA while conducting law enforcement opn at Bgy Dansalan, Rajah Buayan, Mag, recovered one (1) 90RR ammo believed to be from the Private Armed Grps (PAGS) . Progres report to follow.Items Recovered / Loss: ",,,,,,Recovered 1 - 90 RR Ammo ,,,
11456,EASTMINCOM ,ARMM,MAGUINDANAO ,BURNING,"6ID, PA ",6DTOC-1210-34-10 ,13 Oct 2010,"On 11 Oct 2010, five (5) civilian houses were burned by unidentified number of armed men at vicinity Campo 2, Brgy Ornadang, Parang, Maguindnao.Other Details:",,,,,,,"Accordingly, a certain Edik Dangka Dixon is the suspect in the killing of Brgy Kagawad Tammy Maricor last 101715 Oct 2010. Motive of said incident is believed to be retaliation by the family/relatives of Brgy Councilor Maricor.","At about 2245H same day, CO, 37IB, 6ID, Pa directed Orandang CAA Detachment to conduct security patrol at the area while operatives of 37IB conducted investigation regarding the incident.",
11479,EASTMINCOM ,REGION XII,COTABATO ,RECOVERY OF IED,"6ID, PA ",6DTOC-1410-37-2010 ,14 Oct 2010,"On 132145 Oct 2010, an Improvised Explosive Deviced (IED) was found by a civilian at vic Julies Bakeshop, Quezon Ave, Brgy Poblacion V, Cotabato City.Other Details:",,,,,,,"Operatives of said unit conducted investigation and revealed that two (2) unidentified persons one (1) men and one (1) women were riding a bicycle then stopped at said area, the women disembarked and put plastic cellophane with unknown item in front of said establishment then fled towards unknown direction. A minute later, the bystanders saw something that sparked inside the plastic cellophane that prompted them to report at CCI PB. Immediately, TG Tugis called up the EOD and K9 personnel to verify the suspects IED. Siad IED was made of 81mm mortar ammo with one (1) unit cell phone as triggering mechanism, disintegrated cloth and plastic cellophane and it was successfully disrupted by EOD personnel. Motive of the incident could not be ascertained as of this report.","One (1) team from Poblacion II PB led by Tsg Florencio B Daria (Inf) PA, responded and conducted crowd control and security operations in the area. ",
11515,EASTMINCOM ,REGION XII,COTABATO ,ARSON,"6ID, PA ",6DTOC-1610-43-10 ,17 Oct 2010,"On 16 Oct 2010, two (2) School Buildings located at Bago-inged Elemtary School, Brgy Bago-Inged, Pikit, Cotabato were burned by the armed lawless group (ALG) under Mohamad Latip @ Comdr Toyota. The fire lasted for almost one (1) hour.Action Taken:",,,,,,,,"at about 0830H same day, one (1) squad CCoy, 7IB, 6iD, PA composed of one (1) officer and eleven (11) EP led by 1LT DOMINGO (INF) PA proceeded to the area to assess the situation while intel operatives of 7IB conducted monitoring regarding the incident.",
11534,EASTMINCOM ,REGION XII,COTABATO ,ENCOUNTER,"6ID, PA ",6DTOC-1710-31-2010 ,17 Oct 2010,"On 170500 Oct 2010, one (1) team from Damalasak Patrol Base, Brgy Damalasak, Pagalungan, Maguindanao under CCoy, 7IB, 6ID, PA, composed of one (1) Officer, three (3) EP and five (5) BPAUs led by 2LT FERAER (INF) PA, were encountered four (4) armed ALG while conducting visibility foot patrol at Brgy Balungis, Pikit, Cotabato. Firefight lasted for ten (10) mins. Negative casualty on the gov`t side while undet on the enemy side.Action Taken:",,,,,,,,"LTC DOMINGO B GOBWAY INF (GSC) PA, CO 7IB, 6ID, PA directed CO, CCoy, 7IB, PA 1LT DOMINGO (INF) PA to conduct clearing operation in the area in order to clear secure ICOW the forthcoming Brgy and SK Election.",
11548,EASTMINCOM ,REGION XII,COTABATO  ,EXPLOSION IED,6ID ,CN6DTOC-1810-54-2010 ,18 Oct 2010,"On 181936 Oct 2010, An explosion transpired inside the concrete residential house located at vicinity 51N XH 364987 #028, Block 9, lot-7, Maunlad St, Tanghal Subd, Brgy Bagua-2 Cotabato City.Action Taken:",,,,,,,,a. Responding elements from 6EODD team recovered an unknown type of ordnace and was brought to H6EODD for proper disposition.  No reported casualty during the incident. b. TG Tugis conducted investigation inorder to determine the owner of said residence and identify the suspect who was seen by  civillians thereat who boarded a yellow Toyota Corolla with plate number GDY-888.  The suspect was also seen leaving the premises after the incident.  A blue passenger Multicab with plate number MVX-481 parked beside the fence of the said residence was retrieve by the elements of PNP. Motive of incident could not be ascertained as of this date. ,
11553,EASTMINCOM ,REGION XI,DAVAO ,DISCOVERY OF IED,EASTMINCOM ,EMCOC 1810 907 10 ,18 Oct 2010,"On 18 Oct 2010, a farmer at So. San Miguel, Bgy Gumalang, Baguio Dist, Davao City accidentally slashed an electrical wire while tending his farm along the National Highway.  Accordingly, the farmer saw the suspect laying an IED on the ground. He reported the incident to PNP Baguio District of said City.As per investigation by the authorities at 0900H, the IED was hastily retrieved by the LE leaving behind a 32 mtr long wire leading to an area with dug up dirt where IED was placed and camouflaged.",,,,,,,,84IB and local PNP are closely coordinating regarding the incident.,
11587,EASTMINCOM ,REGION XII,COTABATO ,EXPLOSION IED,"6ID, PA ",6DTOC-71-2010 ,21 Oct 2010,"On 211030 Oct 2010, explosion occurred inside one (1) unit Rural bus transit with body # 2284 driven by Arlan Tadio, the bus was on its way to Tacurong City from Cagayan de Oro City, and exploded while passing along vic Brgy Dalapitan, Matalam, Cotabato.Other Details:",,,,,,,Seven (7) dead on the spot including the conductor ident as a certain Brian Galagas and unidentified wounded. The wounded victims were brought to the nearest hospital for medical treatment.,,
11600,EASTMINCOM ,REGION XII,NORTH COTABATO ,EXPLOSION IED,"6ID, PA ",6DTOC-2110-73-10 ,22 Oct 2010,"Progress report to Journal item # 11573 dtd 21 Oct 2010, re IED explosion inside a Rural Transit Bus while traversing National Highway in Brgy Dalapaitan, Matalam, NCotabato on 211030 Oct 10.Civilian Side:",,,Killed/  Romil Espanola/  Brian Galacas/  Tanting Usop Daliada/  Lita   Manzano/  Slornie Belong/  Camino Abson/  Adam Guimid/  Guaria Duad/  Mark Anthony Fabro/  Noralia Akmad/Wounded/  Julius Pasigan/  Jovencio Estrada/  Rozel Estrada/  Flornie Rey Belong/  Von Wilfred Angel/  Christian Ben Tagullo/  Unidentified  Female,,,,"a. Ten (10) passengers were killed (Not seven (7) as previously reported) and seven (7) wounded. The bus was driven by Arlan Tadeo and had on board more or less 50 civilian passengers when the incident happened./b. Initial investigation revealed that two (2) male suspects allegedly indentified as Abel Hassan and Badrodin Edris boarded the bus at Brgy Malamote, Matalama and disembarked at the round ball also in Matalam shortly before the blast.  Thereafter, the two (2) suspects boarded a blue Kawasaki motorcycle with plate number 3972 and headed towards Cotabato City./c. The motive being looked into could extortion/terrorism and retribution on the capture of HVTs headed by Eduard Guerra, MILF member.","CO, 68IB, 6ID, PA together with S2/S3 and one (1) team from H42NC CAA Coy led by SSg Martinez PA proceeded at the crime scene to assess the situation and to assist the victims.",
11602,EASTMINCOM ,ARMM,MAGUINDANAO  ,AMBUSH,6ID ,CN 6DTOC-2210-74-2010 ,22 Oct 2010,"On 211830 Oct 2010, convoy under LTC BENEDICT M AREVALO PA CO, 29IB while heading back to Brgy Kabingi, Datu Saudi Ampatuan, Maguindanao from Datu Piang after attending a peace covenant signing in Datu Salibo was ambushed by MOL 15 fully armed  men at vic Lower Salbo, Datu Saudi, Ampatuan, Maguindanao. Immediately troops returned fire towards the enemy position. Firefight lasted for about 15 minutes. afterwhich, perpetrators scampered towards different directions.Government Side:",,WIA/Cpl Jackson   Martinez   ,Killed Two (2)  Civilian  Name not reported,,,,,,
11634,EASTMINCOM ,REGION XII,COTABATO ,APPREHENSION,"6ID, PA ",6DTOC-2310-85-10 ,23 Oct 2010,"On 231330 Oct 2010, joint elements of 12ISU, TF Tugis, North Cotabato Provincial PNP, and CIDG-ARMM apprehended Torex Ulama, Kagui Ulama and Shiang Ulama at vicinity Shariff, Cotabato City.Enemy Side:", Apprehended/ Torex Ulama  / Kagui Ulama  / Shiang  Ulama  ,,,,,,"a. Allegedly, the apprehended personalities are the suspects of tragic bombing of a Rural Transit Bus last 211100 Oct 2010 at vic Dalapitan, Matalam, North Cotabato./b. The suspects were apprehended based on the information of Pigko Tangkulo, a 16 yr old boy, who was earlier apprehended by the North Cotabato PNP./c. Accordingly, Pigko Tangkulo was tasked by the suspects to carry and bring the bag containing bomb inside the bus.",Apprehended suspecst were brought to North Cotabato Provincial PNP Office for investigation and proper disposition.,
11735,EASTMINCOM ,ARMM,MAGUINDANAO  ,EXPLOSION (GENERAL,6ID ,6DTOC 2610 103 2010 ,26 Oct 2010,"On 251950 Oct 2010, an explosion occured at the municipal building of Shariff Saydona Mustapha at Bgy Satan, Shariff Aguak, Maguindanao.  The explosion was believed to be fired from a M203 GL by an unidentified perpetrator.Action Taken:",,,,,,,,"1LT SOLIS, intel officer of said unit proceeded to the area to conduct investigation.",
11317,WESTMINCOM ,ARMM,LANAO DEL SUR  ,SHOOTING,1ID ,1DC 0310 1843 2010 ,04 Oct 2010,"On 04 Oct 2010, 1st and 2nd pltn, ACoy 51IB under 1LT TALATTAD PA, Intel Team under 2LT GABIA PA and two (2) Armored vehicles left Battalion Hqs and proceeded to Bgy Bunkhouse, Malabang, LDS purposely to pacify the ongoing firefight between the group of Dino Raugan and Albana Balindong. However, upon arrival at vic Bgy Bunkhouse undet group fired towards the troops that forced them to retaliate until the armed men withdrew towards different direction.Firearms Gains:",,,,Recovered/1 - .22 Cal rifle (sn:  ),,Recovered 1 - Binocular 1 - Tripod for Cal .30 Machine Gun 8 - Dynamites,,,
11340,WESTMINCOM ,REGION IX,ZAMBOANAGA DEL SUR ,RECOVERY OF WAR MATERIEL,"1ID, PA ",1DC-0410-1851-2010 ,04 Oct 2010,"On 031600 Oct 2010, 1LT JEFFERSON SOMERA (INF) PA, of ACoy, 53IB stationed at Brgy Pob, Dinas, ZDS, recieved a call from Brgy Kagawad Noemi Cabucor of Brgy Guinicolalay, Dinas, ZDS state that one (1) unexploded grenade was discovered in front of the house of a certain Doque Elle.Action Taken:",,,,,,,,"a. At about 031415H same day, six (6) EPs under Cpl Alberto PA jumped off from temporary patrol base and proceeded at the area, upon arrival said team cordoned the area while waiting for the arrival of the EOD team from Pagadian City. b. At about 031700H, the 34th EOD team led by Tsg Felix Jumawan PA and Pfc Leopry Melapris PA together with PNP elements under PSI NURNASAN PALLAN arrived at about 2000H same day and successfully defused the fragmented hand grenade. c. The unexploded grenade was turned over to the EOD team for proper disposition. S2 personnel of 53IB, was directed to investigate relative to the incident.",
11411,WESTMINCOM ,ARMM,TAWI-TAWI  ,BOMBING,WESTMINCOM ,WMC 0910 03 ,09 Oct 2010,"On 08 Oct 2010, a Hand Grenade exploded inside Bongao Plaza near Bongao Municipal Police Station, Bgy Pag-asa, Bongao, Tawi-Tawi. The explosion was followed by gun shots fm the police elements of Bongao Municipal Police Station under P/SI Pantaleon PNP.Other Details:",,,,,,,"Reportedly, the perpertrators were on board Tamaraw FX, colored sky blue with unidentified plate nr coming from MSR of Bgy Tubig Boh, Bongao, Tawi-Tawi and heading towards Bongao town proper./The said incident might be connected to the previous incident that transpired at Lyka Videoke Bar, Bgy Tubig Boh, Bongao, Tawi-Tawi 01 Oct 2010./The Hand Grenade thrown by unident pers was intended to the PNP elements assigned at Bongao Municipal Police Station. However, the perpetrator missed his target and the grenade exploded at the play ground along the said PNP Station./Motive of the incident yet to be determined.",At about 2230H same day two (2) squads from MBLT4 led by 2LT BASUBAS PN(M) with one (1) V-300 armored vehicl were deployed at vic Bongao Municipal Police Station to prevent possible escalation of hostilities.,
11501,WESTMINCOM ,ARMM,LANAO DEL SUR ,RECOVERY OF FA,"1ID, PA ",1DC-1510-1911-10 ,16 Oct 2010,"On 15 Oct 2010, one (1) Section from 2nd Pltn, ACoy, 51IB, 1ID, PA under 1LT JOHN CHIRSTOPHER L TALATTAD PA recovered one (1) M16 rifle (SN: 144571) at vicinity along Brgy Itil and Calilangan, both of Balabagan, Lanao del Sur.Firearms Gains:",,,,Recovered/1 - M16 rifle (sn: 144571),,,"a. Accordingly, while the said troops onboard KM 450 vehicle and one (1) Izuzu organic vehicle left temporary patrol base at Brgy Matling, Malabang, LDS and proceeded towards Brgy DAgupan, Kapatagan, LDS. While the said troops traversing along the highway of Brgy Itil and Calilangan, notice a lone armed unidentified person. Said troops immediately disembarked from the vehicles and tactically manuevered towards the armed person location. Sensing the superiority of troops, the armed person fled towards unknown direction leaving behind one (1) Cal .56mm M16 rifle bearing.  /b. The unidentified armed person was believed to be a part of the armed lawless elements conducting extortion activities within Balabagan and Kapatagan area.",Troops scoured the area and made inquiry on the identity of the armed person but yielded negative result.,
11519,WESTMINCOM ,CARAGA,SULU ,ENCOUNTER,WESTMINCOM ,WMC-1710-01 ,17 Oct 2010,"On 170635 Oct 2010, elements of SOP5 (SEALION) MBLT5 encounter undetermined number of Lawless Enemy (LE) while conducting Combat Clearing Operations at vic (51NTG 831663) Brgy Bungjaung, Patikul, Sulu. Progress report to follow.",,,,,,,,,
