Journal Code,Unified Command,Region,Province,Type of Engagement,Reference,Report RN,Date,Summary Report,Enemy Side,Government Side,Civilian Side,Firearms Gained,Firearms Losses,Items Recovered / Loss,Other Details,Action Taken,
10804,WESTMINCOM ,REGION IX,ZAMBOANGA DEL SUR  ,SURRENDER,"1ID, PA ",1DC 1008-1515-2010 ,10 Aug 2010,"On 10 Aug 2010, a certain Mansur Manguda Abdurajak member of MILF sub-group under Razul Manguda voluntarily surrendered with firearm to Cpl Zaldy A Samcon 808128 (Inf) PA, SALA`AM squad leader at Brgy Igat Island, Margosatubig, Zamboanga del Sur.Enemy Side:",Surrendered  Mansur Manguda Abdurajak  ,,,Surrendered 1 - garand rifle  (sn: 3145065),,,"AA 1630 same day, subject person was brought to H53IB for tactical interogation.",The subject was brought to H53IB for custodial debriefing.,
10898,WESTMINCOM ,REGION IX,ZAMBOANGA DEL SUR ,SURRENDER,1ID ,1DC 2008-1582-2010 ,20 Aug 2010,"On 20 Aug 2010, six OB listed members of MILF of CCoy, 2Bn, 2Bde (Inner Defense), 113th BIAF, WMF, MILF voluntarily surrendered without FA to 1LT BENJAMIN T AGUILAR JR PA, Intel Officer, 53IB, 1ID throught the efeorts of COLT 534 led by Cpl Ramil E Jornales PA nd Pfc marben L Abrogar PA at Brgy Sugbay Dos, Pitogo, ZDS.Enemy Side:",Surrendered  Romeo Basuillo    Elmer Camache    Rolly Comcom    Ben Quizon Intan    Juneren Ligbas    Marily Impil  ,,,,,,,Said MILF members are under the costudy of 53IB for custodial debriefing.,
10904,WESTMINCOM ,REGION IX,ZAMBOANGA CITY ,RAID,1ID ,1DC-2108-1587-2010 ,21 Aug 2010,"On 210230 Aug 2010, combined elems fm 15DRC under 1LT ALDANESE PA and Vitali PNP conducted raid at the house of a certain Ibin J Siddik (alleged MILF OBL) at vicinity Brgy Tagasilay, Zamboanga City that resulted to the apprehension of the subject and confiscation of two (2) LPFAs in his possession.Enemy Side:", Apprehended  Ibin Siddik   Apprehended  Ibin Siddik  ,,,Recovered 1 - Cal 38 Revolver (sn: not reported) 1 - Homemade Shot Gun (sn: not reported) 1 - Cal 38 Revolver (sn: not reported) 1 - Homemade Shot Gun (sn: not reported),,,Subject is believed to be involved in the extortion activities at Brgy Curuan and Vitali all of Zamboanga City,Subject and confiscated items were brought to Vitali Police Station for proper disposition. LAWLESS ELEMENTS:,
10713,NOLCOM ,REGION III,BULACAN  ,RAID,ISAFP ,STL DTD 02 AUG 10 ,02 Aug 2010,"On 01 Aug 2010, joint elements of MIG 15, 17, 21, 24 & CIDG, AFCC raided the warehouse owned by Noel Nicolas located at vicinity Sitio Banca-Banca, Pulong Buhangin, Sta Maria, Bulacan. Items Recovered / Loss: ",,,,,,"Recovered 1 - Barrel of Cal .50 HMG 1 - Barrel of Cal .30 MG 5 - M1 carbine magazines 1 - Tube of RPG 2 - Lower reciever of cal .45 1 - Lower reciver of cal .38 3 - Firing pins for M16 20 - Front sight for M16 3 - Barrels for carbine, M16 & M14 8 - Charging handles for M16 1 - Barrel of Cal .50 HMG 1 - Barrel of Cal .30 MG 5 - M1 carbine magazines 1 - Tube of RPG 2 - Lower reciever of cal .45 1 - Lower reciver of cal .38 3 - Firing pins for M16 20 - Front sight for M16 3 - Barrels for carbine, M16 & M14 8 - Charging handles for M16 1 - Barrel of Cal .50 HMG 1 - Barrel of Cal .30 MG 5 - M1 carbine magazines 1 - Tube of RPG 2 - Lower reciever of cal .45 1 - Lower reciver of cal .38 3 - Firing pins for M16 20 - Front sight for M16 3 - Barrels for carbine, M16 & M14 8 - Charging handles for M16 1 - Barrel of Cal .50 HMG 1 - Barrel of Cal .30 MG 5 - M1 carbine magazines 1 - Tube of RPG 2 - Lower reciever of cal .45 1 - Lower reciver of cal .38 3 - Firing pins for M16 20 - Front sight for M16 3 - Barrels for carbine, M16 & M14 8 - Charging handles for M16 1 - Barrel of Cal .50 HMG 1 - Barrel of Cal .30 MG 5 - M1 carbine magazines 1 - Tube of RPG 2 - Lower reciever of cal .45 1 - Lower reciver of cal .38 3 - Firing pins for M16 20 - Front sight for M16 3 - Barrels for carbine, M16 & M14 8 - Charging handles for M16 1 - Barrel of Cal .50 HMG 1 - Barrel of Cal .30 MG 5 - M1 carbine magazines 1 - Tube of RPG 2 - Lower reciever of cal .45 1 - Lower reciver of cal .38 3 - Firing pins for M16 20 - Front sight for M16 3 - Barrels for carbine, M16 & M14 8 - Charging handles for M16 1 - Barrel of Cal .50 HMG 1 - Barrel of Cal .30 MG 5 - M1 carbine magazines 1 - Tube of RPG 2 - Lower reciever of cal .45 1 - Lower reciver of cal .38 3 - Firing pins for M16 20 - Front sight for M16 3 - Barrels for carbine, M16 & M14 8 - Charging handles for M16","During the search, Noel Nicolas presented an Award of Contract duly signed by the subjects wife, Mrs Socorro Nicolas and Mrs Dela Cruz stating that the the latter can buy scaps of metal scraps thereat. On the other hand, other documents presented revealed that Noel Nicolas was facing charges for illegally possessing serviceable parts of FAs. Thus, prohibited Mr Nicolas to dispose the items as ordered by the court.","Recovered FAs parts were brought to CIDG, AFCC office for appropriate action. ",
10688,SOLCOM ,REGION V,CAMARINES SUR ,RECOVERY OF ARMS CACHE,SOLCOM ,SLCOC-3107-702-10 ,31 Jul 2010,"On 311300 Jul 2010, one (1) section from Recon Pltn of 31IB, 9ID, PA led by 1LT REY A CANLOBO (INF) PA discovered an arms cache at vicinity Brgy Tibli, Lupi, Camarines Sur.  Firearms Gains:",,,,Recovered 5 - M16 rifles (sn: 139408/167890 & 3 Defaced) 1 - Thompson (sn: 178271 & 1 Defaced) 1 - Ultimax (sn: 1024087),,,,Recovered firearms were brought to H31IB for safekeeping and proper documentation.,
10750,SOLCOM ,REGION V,MASBATE  ,HARASSMENT,ISAFP ,STL DTD 05 AUG 10 ,05 Aug 2010,"On 04 Aug 2010, a residential house of Ruel Benisano, Municipal Mayor of Balud, Masbate was harassed by MOL twenty (20) unidentified armed men at vic Brgy Calumpang of same municipality. Exchange of fire lasted for about ten (10) minutes. Afterwhich, the perpetrators withdrew towards the direction of 7R ranch of same place. No reported casualties on both sides.Other Details:",,,,,,,"Investigation conducted by the elements of the service based in the area disclosed that said armed men were Private Armed Groups (PAGs) of Vice mayor Richard A Alajar  and Municipal Councilor Nonato B Arguiles, the political rival of Mayor Benisano.",,
10775,SOLCOM ,REGION IV-A,BATANGAS  ,SHOOTING,ISAFP ,STL DTD 07 AUG 10 ,07 Aug 2010,"On 07 Aug 2010, the incumbent Talisay Vice Mayor Florencio Manimtim Jr (formerly Talisay Mayor) while attending the interment of his father when the incident transpiredwas shot by unidentified  gunmen at Talisay Public Cemetery, Talisay, Batangas. The perpetrators fled towards Tanauan City on board a motorcycle. Other Details:",,,,,,,The two (2) civilian escorts namely: Joel Caringal and Guillermo Macaraeg were hit wounding the former and resulting to the death of Guillermo Macareg. Vice Mayor Manimtim suffered gun shot wounds on his right face while Caringal on his abdominal portion on his body. ,"The victims were brought to St Andrew Hospital in same place for temporary medical treatment and later transferred to Mercado Hospital in Tanuan City, Batangas.",
10905,CENTCOM ,REGION VIII,SAMAR ,RECOVERY OF FA,8ID ,8D3-OPN-897-2108-10 ,21 Aug 2010,"On 200800 Aug 2010, one (1) sqd fm Daram Det led by Cpl Carcellar PA acted upon  the info received from CAA Aguaviva who saw three (3) unident persons armed with unident FAs resting in a farm at vicinity So pagbatoan, Brgy Calawa-an, Daram, Samar.  When the troops arrived at said place to apprehend said persons, suspects escaped and scampered to different direction upon sensing the approaching troops and leaving behind two (2) LPFAs with three (3) ammos. Firearms Gains:",,,,Recovered 2 - Homemade Shotgun (sn: not reported),,,,Recovered LPFAs were brought to Daram Det for proper disposition.,
10912,CENTCOM ,REGION VIII,NORTHERN SAMAR  ,ENCOUNTER,"8ID, PA ",CNR- 8D3-OPN-909-2008-10 ,22 Aug 2010,"On 221015 Aug 2010, operating troops SWG-scout pltn, 63IB composed of one (1) officer & thirteen (13) EP led by 2LT OWEN YANTO (INF) PA while on combat operation encountered the advance elements of three (3) LEs at vicinity Brgy Sag-od, Las Navas, Northern Samar. Other Details:",,,,,,,Negative casualty on the government side while undetermined casualty on the enemy side.,,
10695,EASTMINCOM ,ARMM,MAGUINDANAO  ,HARASSMENT,"6ID, PA ",CN 6DTOC-0108-84-2010 ,01 Aug 2010,"On 010700 Aug 2010, scout platoon under 2LT ROXAS and one (1) platoon of C Coy under 2LT SOQUERATA while at their Patrol Base all of Brgy Reina Regente, Datu Piang, Maguindanao were straffed by .50 cal (MG ang Barrette type) and various firearms from different locations by MOL 5O LMG under Tata Uy. Immediately troops returned fire towards the enemy position.Other Details:",,,,,,,Negative casualty was reported on both sides. Progress report to follow.,"Immediately, Mortar sections delivered indirect fires using 81MM mortar and 60MM mortar towards enemy positions.",
10714,EASTMINCOM ,REGION XI,DAVAO DEL SUR  ,ENCOUNTER,EASTMINCOM ,EMCOC-0208-374-10 ,02 Aug 2010,"On 010530 Aug 2010, one (1) squad of CAA from Dongan Pekong PB,  72IB led Cpl Elmer B Cabungas PA while on combat patrol encountered undetermined number of LLEs belonging to SARGU-FS at vicinity Brgy Dongan Pekong, Matanao, Davao del Sur. Sporadic exchange of fire took place for almost 20 minutes after which the enemy withdrew toward Sitio Atmurok of same Brgy. No goverment casualty was reported.Other Details:",,,,,,,"a. At about 0610H same day, the troops were able to recover the lifeless body of of Cirsaldo Banan Y Indug a rebel returnee who surrendered to 39IB on 17 Aug 09. The victim sustained gunshot wound on his back & front. b. Based from witness statements the victim was liquidated by Elmer Lasib @ Tirso & Yoly Guinanag @ Denden & Dindo who are members of SARGU -FS.",,
10733,EASTMINCOM ,REGION XI,CAMPOSTELA VALLEY ,DISCOVERY OF ENEMY CAMP,EASTMINCOM ,EMCOC-0408-389-10 ,04 Aug 2010,"On 031520 Aug 2010, a One (1) Pltn, 71IB, 7ID under 1LT GEOFFRE LEMQUE (INF) PA discovery a LE encampment at Brgy Panoraon, Maco, Campostela Valley Povince that can accommodate MOL 150 individuals.Other Details:",,,,,,,For information and reference.,,
10737,EASTMINCOM ,REGION XI,DAVAO ORIENTAL  ,ENCOUNTER,EASTMINCOM ,EMCOC-0408-394-10 ,04 Aug 2010,"On 04 Aug 2010, one (1) section 9SRC, 2SRBn, Socom, PA under 1LT DEL ROSARIO PA while conducting combat operation encountered MOL ten (10) fully armed LEs at vicinity Sitio Kamamangan, Brgy Canincac, Caraga, Davao Oriental. Firefight lasted for about (5) minutes afterwards, the enemy withdrew towards west direction heading Sitio Catabuanan, Brgy Sobrecary, Caraga, Davao Oriental. No casualty both side.Action Taken:",,,,,,,,"a. one (1) section, 9SRC under 1LT DEL ROSARIO PA scoured and cleared the encounter site. b. three (3) sections, 9SRC under 2LT CUBOS PA established OP/Ambush positiond at the possible enemy route of withdrawal. c. two (2), 9SRC led by Sgt Lubregue PA established OP/Ambush position to the possible enemy route of withdrawal. Progress Asob.",
10755,EASTMINCOM ,REGION XI,COMPOSTELA VALLEY  ,ENCOUNTER,EASTMINCOM ,EMCOC-0608-401-10 ,06 Aug 2010,"On 060730 Aug 2010, SFTM, 3SFB, SOCOM, PA while on combat patrol encountered undetermined number of lawless elements at vicinity Km 21, Casoon, Monkayo, compostela Valley Province. Action Taken:",,,,,,,,TOG 11 was already alerted to provide appropriate aircraft for air support.,
10758,EASTMINCOM ,ARMM,LANAO DEL SUR ,SHOOTING,"4ID, PA ",OPN-0608-1521-10 ,06 Aug 2010,"On 05 Aug 2010, a certain Ronnie Amigleo Poblacion, Catsteven Leones Narcorda, the bus conductor, Margarito Igagamao,the bus inspector while on board a passenger bus owned by Rural Transit Mindanao Incorporated (RTMI) with PN KVR-179 bound for Cagayan de Oro City were shot by two (2) unidentified armed passengers at vicinity Brgy Buntongan, Wao, Lanao del Sur. Both the driver and the conductor were fatally wounded resulting to their instantaneous death while the inspector was hit on his left jaw. The suspects alighted from the said bus boarded a motorcycle headed towards unknown direction.Civilian Side:",,,Killed   Ronnie Amigleo Poblacion   Catsteven Leones Nacorda Wounded   Margarito Igagamao,,,,"Accordingly, the suspects boarded the said bus together with six (6) other passengers at Wao Integrated Bus Terminal, Wao, Lanao del Sur.","a. The victims were immediately brought by concerned passengers to Kalilangan Emergency Hospital, Kalilangan, Bukidnon for medical treatment but the driver ad conductor were declared dead on arrival (DOA) by the attending physician. b. Motive of the killing in still unknown and the case is still being investigated by PNP Wao under PINSP ALEX E ABONITA.",
10764,EASTMINCOM ,CARAGA,DAVAO ORIENTAL ,ENCOUNTER,EASTMINCOM ,EMCOC-0708-411-10 ,07 Aug 2010,"On 070930 Aug 2010, elements of 9SRC, 2SRBn, encountered undetermined number of lawless element at vicinity Brgy Caningag, Davao Oriental. Action Taken:",,,,,,,,"EOD, K9 teams of 10ID and TOG11 were alerted for possible insertion at the encounter site and extrication of the KIA. Progress report to follow.",
10770,EASTMINCOM ,REGION XI,DAVAO ORIENTAL  ,ENCOUNTER,EASTMINCOM ,EMCOC-0708-413-10 ,07 Aug 2010,"Progress Report to Journal Item Nr: 10764 dtd 07 Aug 2010, re-Encounter elements of 9SRC, 2SRBn, led by Sgt Lobrigue against undetermined number of Lawless Element firefight lasted about fifteen (15) minutes at vicinity Sitio Logdeck, Brgy Caningag, Davao Oriental on 070930 Aug 2010.Government Side:",   Undetermined the enemy side.    ,KIA Pfc Benjamin L Rangel 833236  WIA Pfc Melary R Karikan 868329 ,,,,,"Pfc Melary R Karikan 868329 (Inf) PA is presently confined at Panacan Hospital for medication while late Pfc Bemjamin L Rangel 833236 (Inf) PA was brought to Villa Funeral Parlor, Panabo City for proper disposition.","a. On 1325H same day, EOD, K9 teams of 10ID were airlifted from TOG11, Sasa, Davao City towards encounter site to conduct pursuit operation. b. On 1620 same day, the casualty were extricated via Helis from the encounter site and arrived Panacan, Davao City on 1700H same day. Progress report to follow.",
10778,EASTMINCOM ,ARMM,MAGUINDANAO  ,CONFISCATION OF FA/DEADLY WEAPONS,6ID ,6DTOC-0808-106-2010 ,08 Aug 2010,"On 08 Aug 2010, one (1) squad of ACoy, 6IB, 6ID, PA led by Pfc Barroga (Inf) PA while conducting security operation at vicinity Sitio Kuro, Brgy Kigan, South Upi, Maguindanao confiscated two (2) HM 7.62 MM rifles with 12 rounds of ammo from the possession of a certain Ernesto Bandara and Ernesto Sambrin both Teduray Tribe and a resident of said place.Firearms Gains:",,,,Recovered 2 - HM 7.62MM rifles (sn:  ),,,,"Confiscated FAs were brought by the troops at ACoy, 6IB for proper disposition.",
10855,EASTMINCOM ,ARMM,MAGUINDANAO  ,ENCOUNTER,6ID ,6DTOC-1608-123-2010 ,16 Aug 2010,"On 152025 Aug 2010, elements of 6IB under 2LT JUBAS (INF) PA encountered MOL ten (10) ALG at vic So Tapadaken, Brgy Mirab, North Upi, Maguindanao.  Firefight lasted for fifteen (15) minutes. Government Side:",,KIA Sgt Restituto Calipay 805167  WIA Cpl  Percival  Bagatsing  821357  ,,,,,"The two (2) WIA were immediately evacuated at Notre Dame Hospital, Cotabato City for treatment but Sgt Calipay PA was pronounced dead on arrival (DOA) by the attending physician while Cpl bagatsing is on serious condition.","AA 2050H same day, one (1) platoon CCoy, 6IB led by 1LT ANTONIO (INF) PA left Mirab Patrol Base to reinforce the troops of 2LT JUBAS (INF) PA and still in the area. Progress report to follow.",
10859,EASTMINCOM ,REGION X,MISAMIS ORIENTAL  ,SHOOTING,"4ID, PA ",OPN 1608-1577-2010 ,16 Aug 2010,"On 151645 Aug 2010, SSg Elmo G Penar 658682 (Inf) PA, platoon sgt of collection platoon (COLP) 432, 43MICO, 4MIB, while meeting with his informant was shot by four (4) unidentified armed men using cal .45 pistol at vicinity Purok 4, Brgy Napaliran, Balingasag, Misamis Oriental . The victim suffered multiple gunshot wounds on different parts of his body causing his instantaneous death. The perpetrator withdrew towards Sitio Kiwale, Brgy Napaliran, Balingasag, Misamis Oriental.Government Side:",,KIA SSg Elmo G Penar 652682 ,Killed Mr Alexander Pabualan,,,,"One (1) civilian identified as Alexander Pabualan resident of Brgy 1, Balingasag, Misamis Oriental was also shot by the armed men which caused his untimely death.",a. The remains of SSg Penar (Inf) PA was brought to Padilla Funeral Homes for proper disposition. b. Operatives of 8IB together with operatives of 43MICO and PNP Balingasag are conducting pursuit operations in the area.,
