Journal Code,Unified Command,Region,Province,Type of Engagement,Reference,Report RN,Date,Summary Report,Enemy Side,Government Side,Civilian Side,Firearms Gained,Firearms Losses,Items Recovered / Loss,Other Details,Action Taken,
12969,WESTMINCOM ,ARMM,BASILAN ,APPREHENSION,WESTMINCOM ,WMC-2702-04 ,27 Feb 2011,"On 251745 Feb 2011, joint elements of SAF, PNP and 300th AISG, PAF apprehended ASG member Amba Abante @ MERANG ABANTE at the PNP checkpoint.  The checkpooint operation was established at vic Brgy Cabunbata and Brgy Lumbang, Isabela, BP.Enemy Side:", Apprehended/ Amba Abante @MERANG Abante,,,,,,"The suspect was onboard a colored blue Honda XRM driven by his nephew.  They were on their way home to Brgy Maligue coming from Isabela Town proper when flagged down by personnel of SAF, PNP at the checkpoint.  The subject has standing warrant of arrest for murder docketed under criminal case nr 4554-1059 issued by presiding judge Leo Jay T Principe of 9th Judicial Court Brach 1 Isabela City.","Apprehended person was brought to R2, PRO-9, Brgy Mercedez, ZC for custodial debriefing. MILF:",
12734,EASTMINCOM ,ARMM,SARANGANI  ,APPREHENSION,EASTMINCOM ,EMCOC-0602-185-11 ,06 Feb 2011,"On 060930 Feb 2011, joint elements of 73IB under MAJ ESPUELAS, CO, 73IB, RID, PRO 12 under PSI ORCAJADA, 3rd Maneuver Coy of RPSB 12 under PSI REYLAN MAMON and  Maasim Police Station under PSI LUROBE ROJO while conducting deliberate checkpoint operation along the National Highway, Barrio Site, Poblacion Maasim, apprehended a certain SPJamer Sadavao @MER, 40 yrs old, a resident of Datu Dani Kiamba, Sarangani, Comdr of 12 Bde, 105BC,  LMG and known as a member of MILF Special Operations Group (SOG) was arrested/apprehended by . Other Details:",,,,,,,"a. The arrest/apprehension  by virtue of two (2) Warant of Arrests /a. Warrant of Arrest Nr 3043-08 for murder, destructive arson, arson, robbery with violence against/ or intimidation of persons issued by Judge Jaime Infante, RTC 11 Judicial Regional Branch 38, Alabel, SP./b. Warrant of arrest Nr 3538-10 for attempted murder (2 counts), frustrated murder (3 counts) and murder issued by Judge Oscar P Noel, RTC 11 Judicial Regional, Justice of wheels, Maasim, Sp./c. Further, Jamer Sadavao is a trained bomb technician and has been reported responsible for the series of atrocities in Sarangani Province particularly in the municpalities of Maasim, Kiamba and Maitum in the years 2008 until 2010, to WIT:/        a. 28 Aug 08-Attack at Maasim Municipal and Police Hall and Police Station resulting to two (2) civilians killed and 32 others wounded./        b. 15 Nov 08-IED planted at 73IB KM450 vehicle killing two (2) soldiers./        c. 20 Jun 09-Two (2) General throwing at Poblacion, Maasim, SP resulting to one (1) killed and 32 wounded./        d. 11 Jul 09- Disarming of Rogelio Pacquiao at Kamanga, Maasim, SP carted away two (2) Carbine rifles and one (1) Cal .45 pistol./        e. 26 Jul 09-Harassment of TPB/73IB at Brgy Daliao, Maasim, SP even if SOMA was effect./         f. 07 Jun 09- Assassination of retired Msg Mosquito./        g. 03 Jun 09-Bomb attack at TRANSCO GENSAN./        h. 14 Sep 08-IED attack at Kiamba Public Market, Kiamba, SP.","The subject was turned-over to General Santos City Police Office, Camp Fermin GENSAN City for custody.",
12749,EASTMINCOM ,ARMM,MAGUINDANAO ,ARMED CLASH,"6ID, PA ",6DTOC-0702-76-2011 ,07 Feb 2011,"On 071800 Feb 2011, a certain Suren Kanakan with eight (8) companions arrived at Brgy Langgapanan, Sultan Sa Barongis, Maguindanao to harvest the fruit trees of the coconut plantation thereat but they were warned by Ustadz Aliman Ungkia, 46 yrs old, alleged Field Comdr under 108BC, BIAF, MILF that he will also harvest said coconut on the following day prompting Suren Kanakan and his companions to return home at Brgy Tunggol of same municipality.Other Details:",,,,,,,"a. At about 1800H same day, Suren Kanakan with his companions armed with HPFAs went back to the said coconut plantation and shot to death Ustadz Aliman Ungkia prompting MOL 20 fully armed  followers of Ustadz Aliman Ungkia and followers of Tuhamy Salamat, Field Comdr under 108BC and alleged KFRG leader to provide reinforcement. Firefight lasted for one (1) hour. Aferwhich, the group of Suren Kanakan withdrew towards Brgy Tonggol. b. Ustadz Aliman Ungkia sustained multiple GSW on the different parts of his body that caused his instantaneous death while there were no casualty on the group of Suren Kanakan. c. As per investigation made by S2, 33IB, 1ID, PA, it was found out that the land, where the said coconut plantation is located, is still untitled and both groups are claiming ownership of the land. d. Motive: Land dispute.",,
12787,EASTMINCOM ,REGION XII,SULTAN KUDARAT ,ABDUCTION,ISAFP ,SPOT REPORT DTD 12 FEB 2011 ,12 Feb 2011,"On 121100 Feb 2011, four (4) EP from 27IB, one (1) EP from 72IB and one (1) CAA were held by elements of 109th BC, BIAF, MILF at vicinity Sitio Marang, Brgy Polomolok, Sultan Kudarat.Government Side:",,Abducted/Pfc Edward  Gumaling 866415 /Cpl Fablito Parocha 814807 /Cpl  Gustap Kaharudin 812992 /SSg Joel  Casarias 779846 /CAA Mardisa Bidok   /Pfc Sanny Alcantara 826992 ,,,,,"a. The said personnel proceeded to the area to coordinate with the Brgy Officials for the forth coming Practical Exercise of Peace and Development Team Seminar presently conducted by 27IB when they were abducted./b. On 122100 Feb 2011, the team of SSgt Joel Casarias PA was personally released by Mr Ed Kabalu, Spokesperson on Political Affairs of the MILF with the assistance of Hon Amirh M Musali, Mayor of Columbio, Sultan Kudarat, the combined Team of IMT and the CCCH under MAJOR CARLOS SOL PA at vic Brgy Upper Lomoyon of same Municipality./c. The confiscated items were turned over to CCCH as follow: four (4) Cal .45 with five (5) magazines; Two (2) Hand Grenade; and eight (8) Cellphones. The released of soldiers are now with CCCH and IMT for debriefing and formal turn-over at the office of the CCCH at PC Hill, Cotabato City.","Local Executives from Columbio, Sultan Kudarat, DAtu Paglas and Paglat, all of Maguindanao were tapped to acquire more comprehensive report on the said incident. LAWLESS ELEMENTS:",
12958,SOLCOM ,REGION IV-A,RIZAL ,JAILBREAK,ISAFP ,STL ,28 Feb 2011,"On 280200 Feb 2011, five (5) inmates escaped from Teresa District Jail in Rizal. Accordingly, the inmates escaped by destroying the detention cell exhaust, held hostage PO1 PANGANURUN and grabbed the service firearm of JOI Roy Bangawan, both duty jail guards. Further, the escapees cut the cyclone wire fence and fled towards the direction of Morong, Rizal on board a commandeered tricycle.Enemy Side:", Apprehended/ Garry Borja y Salem  / Reynaldo Tampepe y Lora  / Norman Poliarca y Magdamit  /Death/ Mario Cruz y Ojeda  ,,,,,,"Mario Cruz y Ojeda, who was armed with Cal .9MM pistol (taken from JO1 Bangawan) was shot by same PNP personnel and was rushed to Morong District Hospital, but was pronounced DOA. One (1) of the escapees identified as Jomer Cruz Gonzales is still at large.","Elements of Teresa MPS led by PSI MARCELINO B PIPO JR immediately conducted pursuit operations and intercepted three (3) of the five (5) escapees on board same vehicle along M.L. Quezon Ave, Brgy Maybancal, Morong, Rizal. ",
12682,CENTCOM ,REGION VI,NEGROS ORIENTAL ,APPREHENSION,CENTCOM ,COC-2011-039 ,03 Feb 2011,"On 010015 Feb 2011, a Section (-) of 11IB, 3ID led by 2LT CORNELIO PA while conducting combat patrol at Sitio Mampalasan, Brgy Bagtic, Mabinay, NOR apprehended a certain Berting Carcuevas, member of Negros Farm Council/Lawless Elements.Firearms Gains:",,,,Recovered/1 - Carbine rifle (sn: 850454)/1 - Cal .357 revolver (sn: Defaced),,Recovered/15 - pcs live ammo of Carbine rifle/4 - pcs live ammo of cal .357 revolver/25 - pcs empty shells of Carbine rifle/1 - Binocular/1 - Packaging tape,,The suspect was turned over to Mabinay PNP for proper disposition.,
12836,CENTCOM ,REGION VIII,NORTHERN SAMAR ,APPREHENSION (CRIMINAL SUSPECT,8ID ,8D3-OPN-176-1702-11 ,17 Feb 2011,"On 161030 Feb 2011, one (1) squad of HHCoy, 63IB led by Sgt Marcelino G Coton (Inf) PA confiscated one (1) homemade shotgun with (1) ammo from the possession of a certain Edmund Cerbito while conducting checkpoint along Maharlika Highway in front of H63IB, Brgy Opong, Catubig, NSamar.Civilian Side:",,, Apprehended/Mr Marcelino Coton, Confiscated/ 1 - homemade shotgun (sn:  ),,,"The subject was on his way to Brgy San Isidro, Las Navas, NSamar when he was apprehended by the personnel of 63IB who were conducting checkpoint.","After initial investigation conducted by the troops, the suspect was turned-over to Catubig PNP for custody and further investigation.",
12716,EASTMINCOM ,REGION XII,COTABATO ,ENCOUNTER,"6ID, PA ",6DTOC-0502-71-11 ,06 Feb 2011,"On 050945 Feb 2011, CVO of Brgy Inas, Mlang, Cotabato encountered more or less 30 armed men led by Jerry Saidale @ Gatay formerly Pentagon/KFRG at vic between Bry Dunguan and Brgy Inas, both of Mlang, Cotabato. Firefight lasted for about thirty (30) minutes resulting to two (2) CVOs killed.Civilian Side:",,,Killed/CVO Crispin S Macagaed/CVO Noe A Deboque,,,,CVO Macagaed sustained gunshot wound on the different parts of his body that caused his death while CVO Deboque sustained gunshot wound on right leg and he was pronounce dead  while being evacuated to Davao City.,,
12723,EASTMINCOM ,REGION XII,COBATATO ,BURNING,"6ID, PA ",6DTOC-0602-73-11 ,06 Feb 2011,"On 051330 Feb 2011, seven (7) houses located at Brgy Dunguan, Mlang, Cotabato owned by Abdul Pata Galam, Lodim Galam, Gatay (FNU), Kalim (FNU), Macmod Mamolindas, Marcial Sampulma and Malayag Makakina were burned by more or less thirty (30) armed men led by a certain Jerry Saidale @ Gatay, a former Pentagon/KFRG member.Other Details:",,,,,,,Said group burned the houses as as the group was retreating from an adjacent Barangay Inas of the same municipality after an encounter with the CVOs at .,,
12730,EASTMINCOM ,REGION XII,COTABATO ,RECOVERY OF CARNAPPED MOTORCYCLE,EASTMINCOM ,EMCOC-0602-186-11 ,06 Feb 2011,"On 06 Feb 2011, one (1) Honda XR Motorcycle bearing Chassis number KCN02-039-002819, engine number KCN02039-002819, repainted in balck was recovered by the BPAU under Chairman Bangun Butuan at their outpost in Brgy Balakitan, Pikit, Cotabato.Items Recovered / Loss: ",,,,,,Recovered/ 1 - Honda XR Motorcycle,"Initial investigation disclosed that one (1) unidentified person in motorcycle is transversing from Brgy Batulawan to Brgy Balatikan both of Pikit, Cotabato, while approaching the checkpoint , said unidentified persons ignored the warning to slow down prompting one (1) of the BPAUs to fire a warning shot prompting the driver to run away leaving the motorcycle at said area.","a. One (1) team led by 1LT DOMINGO PA of 7IB together with Pikit MPS personnel under Dandan PNP proceeded to the area to conduct investigation. b. Motorcycle is now in the custody of 7IB for investigation, Suspect is still at large. Progress report to follow.",
12745,EASTMINCOM ,REGION XI,DAVAO ORIENTAL ,ENEMY CHECKPOINT,EASTMINCOM ,EMCOC-0802-199-11 ,08 Feb 2011,"On 070620 Feb 2011, MOL 40 LE under @BENJIE of SOG-18, LTA 18 conducted three (3) simultaneous checkpoints for about 10 mins at Brgy Maputi; Brgy Puntalinao and Brgy Pintatagan all of Banay-Banay, DOR. Other Details:",,,,,,,"According to Brgy Chairman Renato Miguel of Brgy Pintatagan, as the LE fled, two (2) individuals on handcuffs were taken away with them, one (1) of whom is believed to be PO2 Jerval Tugade, intel PNCO of Banay-Banay, PMS, DOR PPO.","Elements of 28IB, 1002Bde and PPSC DOR are currently conducting pursuit operations.",
12769,EASTMINCOM ,CARAGA,AGUSAN DEL SUR ,GRENADE THROWING,4ID ,OPNS-1002-228-2011 ,10 Feb 2011,"On 101900 Feb 2011, two (2) unidentified persons on board a TMX 125 Honda black colored motorcycle threw a hand grenade which exploded at the perimeter fence of Katipunan PB adjacent to the road going to brgy Katipunan  Verueta, Agusan Del Sur. The perpetrators withdrew to unknown direction. Motive is still unknown.Action Taken:",,,,,,,,"Del Monte PB, Brgy Del Monte of said municipality was tasked to conduct checkpoint and nearby PBs was alerted. Progress report to follow.",
12837,EASTMINCOM ,ARMM,MAGUINDANAO  ,SHOOTING,EASTMINCOM ,EMCOC-17-02-251-2011 ,17 Feb 2011,"On 141755 Feb 2011, a ceratin Pfc Adams M Tumindig 859726 (Inf) PA, assigned with 6ID, PA was abducted by four (4) unidentified perpetrators wearing bonet onboard a black pick-up at vic Tambunan II, Guindulungan, Maguindanao.Other Details:",,,,,,,"The subject EP was released unharmed by the abductors but taken from him were his Cal .45 pistol with SN 1665062, Sony digital camera, Kawasaki 130 motorcycle key, identification cards and cash amounting to Php 20,000.00. Progress report to follow.",,
12860,EASTMINCOM ,REGION IX,MARAWI ,ABDUCTION,"1ID, PA ",1DC-2001-0282-2011 ,20 Feb 2011,"On 191830 Feb 2011, a certain Mr Cris Niel Gulfan, 24 yrs old, a faculty member of Mindanao State University (MSU), Marawi City from Pagadian City and Aubrey Virtudez, 19 yrs old, students of Mindanao State University (MSU), Marawi City,  from Cagayan de Oro City and residing at Macarambon`s Cottage at 7th Street MSU Main campus , Marawi City were abducted by four (4) unidentified men armed with Cal .45 pistols while walking on their way to the Cottage at vicinity 7th Street, MSU Main Campus, Marawi City.Other Details:",,,,,,,"The victims were forcibly dragged inside their getaway vehicle colored maroon Highlander without plate number and immediately sped off to Brgy Cabingan, Marawi City and further heading towards Brgy Mamaan, Piagapo, Lanao del Sur.",,
12865,EASTMINCOM ,CARAGA,AGUSAN DEL SUR ,HARASSMENT,"4ID, PA ",OPN-2002-281-2011 ,20 Feb 2011,"On 182300 Feb 2011, one (1) team of CAAs from Banag-Banag PB under SSgt Joelando E Espelita (Inf) PA while establishing  defensive position  at CVO post out their base, hulted the presence of suspicious persons in the area. After receiving of the info, the team proceeded towards vic Purok 3, Brgy Banag-Banag, Sibagat, Agusan del Sur to verify/confirm the report. While on heir way to the location they noticed two (2) unidentified persons at approximately 30 mtrs from their location, SSgt Espelita then shouted halt to caution the unidentified persons when suddenly two (2) rds of M14 rifle were fired against them that caused SSgt Espelita to retaliate. The unidentified persons withdrew towards unknown direction. Negative casualty on the gov`t side while undet number of casualty on the enemy side.Other Details:",,,,,,,"On or about 190645H Feb 2011, one (1) squad under SSgt Espelita conducted clearing operations towards the place of incident but yielded negative contact. The troops recovered two (2) empty shells of M14 ammo.",,
12877,EASTMINCOM ,REGION XII,COTABATO ,ENCOUNTER,"6ID, PA ",6DTOC-2102-2011 ,21 Feb 2011,"On 21 Feb 2011, On two occasions elements of 40IB encountered armed groups believed to have attempted to kidnap a certain Boy Chong, a Chinese businessman at vic Public Market, Midsayap, Cotabato.1) Ooa 211410H Feb 2011, responding elements of Midsayap MPS and 40IB, 6ID engaged the armed group in a gun battle at Public market, Midsayap, Cotabato.",Killed/   Names not reported  ,WIA/P03 Reymundo More   ,,Recovered/1 - M16 rifle (sn: 90383)/1 - Cal .45 pistol (sn: Not reported),,Recovered 1 - Pick – up truck vehicle (PN: PFI-765),,,
12886,EASTMINCOM ,REGION X,BUKIDNON ,BURNING,4ID ,OPNS-2202-293-2011 ,22 Feb 2011,"On 22 Feb 2011, more or less thirty (30) unidentified armed men under unknown leader burned two (2) Dump trucks, two (2) backhoe and 0ne (1) Hi-lux pick up owned by a small mining firm at Brgy Namnam, San Fer nando, Bukidnon. Afterwhich, the armed men withdrew towards unknown direction after the incident. Progress report to follow.Action Taken:",,,,,,,,Intel platoon of 81IB proceeded to the area to conduct initial investigation and establish the identity of the armed group and the motive of the incident. ,
12917,EASTMINCOM ,ARMM,MAGUINDANAO  ,APPREHENSION,EASTMINCOM ,EMCOC-2402-298-11 ,24 Feb 2011,"On 230500 Feb 2011, elements of 37MC, MBLT7 composed of one (1) Pltn with OIC apprehended three (3) armed men identified as Antony Sendad, 22 yrs old; Renz Dacula, 53 yrs old; and Teng Kale, 21 yrs old while conducting patrol from CP to Sitio Dalum, Brgy Meti, Datu Blah Sinsuat, Maguindanao. Enemy Side:", Apprehended/ Antoy Sendad  / Renz Dacula  / Teng  Kale  ,,,Recovered/1 - M16 rile (sn: 155807 ELISCO),,Recovered/3 - Long magazines for M16 rifle/4 - Short magazines for M16 rifle/123 - Live ammo for M16 rifle/2 - Hand grenades/1 - Suspender/2 - Jungle Bolos,"Upon arrival at the location, the pointman sighted a newly lighted bonfire from abandoned house. After a few minutes of observation, patrolling elements sighted seven (7) unidentified armed men in the area heading on the same direction in two (2) groups. One (1) group which was composed of three (3), were surprised by the presence of the gov`t troops in the area. The trio were immediately cornered and later apprehended while the other group managed to flee towards unknown direction after sensing the presence of Marine troops. Hot pursuit was conducted to other escapee but yielded negative result.","The apprehended persons and confiscated items were brought to CP, H37MC for further investigation. After which, On or about 231000H Feb 2011, The apprehended persons with appropriate security escorts boarded to a motorized banca for subsequent turn-over to Datu Blah Sinsuat Sub Municipal Police Sub-Office at San Pablo, Brgy RH-11, Cotabato City for filing of appropriate criminal charges.",
12701,WESTMINCOM ,REGION X,LANAO DEL NORTE  ,SURRENDER,WESTMINCOM ,WMC-0401-02 ,04 Feb 2011,"On 040800 Feb 2011, one (1) LMG member identified as Allan Alompo Macapasser, 49 yrs old and a resident of Brgy Small Banisilon, Tangkal, LDN voluntarily surrendered to 1LT ALDWIN G CORTEZ (INF) PA, CO, ACoy, 35IB at Camp Allere, Inagasan, Salvador, LDN.Other Details:",,,,,,,"a. The succesful surrender was a result of intesive operations of 35IB in line with me Battalion`s COPLAN ""MAKAMANDAG SWORD 1"". /b. Subject joined the BIAF, MILF sometimes in 2002 and currently designated as one of the unit commander under Calandada Dumalondong @Minsupala of the Camp Bilal Base Command (CBBC), BIAF< MILF. Macapasser was a graduate of the following BIAF training: Basic Military Training in Camp Bilal, Tapurog, Munai; 3-day leadership training in Camp Dama, Butig, LDS; and Obstacle and Dry Run course in Camp Bilal. Subject voluntarily laid down his FA to live a normal life with his family and to give a beter future for his children.",Personnel of 35IB conducted a custodial debriefing to subject surrendered personality.,
12876,WESTMINCOM ,ARMM,BASILAN ,HARASSMENT,WESTMINCOM ,WMC-2102-01-11 ,21 Feb 2011,"On 21 Feb 2011, security elements of Seabees performing road construction work was fired upon by two (2) unidentified armed men at vicinity Tipo-Tipo Proper, Tipo-Tipo, Basilan Province. The perpetrators fled towards unknown direction after the incident.Government Side:",,WIA/EO2 Charles T Ybariey   ,,,,,,"1. Troops of 4SRB conducted pursuit operation against the fleeing armed men. 2. At about 1229H same day, two (2) UH-IH helis departed EAAB to pick up the wounded Seabees personnel for medevac.",
12970,WESTMINCOM ,ARMM,SULU ,ABDUCTION,WESTMINCOM ,WMC-2702-03 ,27 Feb 2011,"On 250800 Feb 2011, an undet number of armed men led by a certain Barri (TNU) of Bulih Bawag, Parang, Sulu abducted seven (7) passengers of a PUJ plying along Parang-Jolo town proper. The incident happened at vic Sitio Talih, Brgy Pasil, Indanan, Sulu. All of the passengers are residents of Brgy Saldang, Parang municipality.Civilian Side:",,,Abducted/  Seven (7) passengers (Name not reported),,,,"Indana MPS theorized that the motive of said incident is believed to be personal wherein Barri (TNU) and the group of said passengers has a standing grudge. The abducted passengers are all relatives of Sulu Provincial Warden Abdelnasser Irilis, henchman of Gov Sakur Tan.","Provincial Warden Abdulnasser Irilis coordinated with PD, SPPO for the rescue operations.",
12971,WESTMINCOM ,REGION IX,ZAMBOANGA DEL SUR ,RAID,WESTMINCOM ,WMC-2802-02 ,01 Mar 2011,"On 281100 Feb 2011, joint elements of TFZ led by SSgt Tamayo (Inf) PA, together with PNP SWAT and PNP Ayala conducted a raid  at the house of a suspected gunman identified as a certain Margani Samia @ BIN LADEN at vic Brgy Recodo, Zamboanga City. The suspect managed to evade arrest. Firearms Gains:",,,,Recovered/1 - M14 rifle (sn: 3403038)/1 - M653 rifle (sn: 158639),,Recovered/1 - Bandoleer for M14 rifle/1 - Bandoleer for M16 rifle/2 - Ammo for M203 GL/1 - Hand held radion set,,"Elements of CCoy, 18IB under 1LT ALOSADA (INF) PA together with elements of PNP Ayala conducted pursuit operations.",
12671,NOLCOM ,REGION II,CAGAYAN ,ENCOUNTER,5ID ,D3-02-02-07 ,02 Feb 2011,"On 01 Feb 2011, two (2) sections (-) under 1LT MENDOZA and 2LT CORDOVA encountered more or less twelve (12) FACTs under CTL Jonathan Sandaga @ AYAN of SPP CAGAYAN at Brgy Rebecca, Gonzaga, Cagayan. Fire ensued for almost fifteen (15) minutes. Agfterwhich,the enemy withdrew towards Southeast direction.Items Recovered / Loss: ",,,,,, Recovered/ 1 - Improvised landmine/ 1 - Magazine of M14 rifle,,Troops conducted pursuit operations to the fleeing CTs.,
