Journal Code,Unified Command,Region,Province,Type of Engagement,Reference,Report RN,Date,Summary Report,Enemy Side,Government Side,Civilian Side,Firearms Gained,Firearms Losses,Items Recovered / Loss,Other Details,Action Taken,
10453,EASTMINCOM ,ARMM,MAGUINDANAO  ,EXPLOSION IED,6ID ,6DTOC-1207-29-2010 ,13 Jul 2010,"On 12 Jul 2010, an IED exploded at the PNP outpost in Brgy Poblacion, Datu Piang, Maguindanao. After the incident, the suspects immediately fled towards unknown direction using an XRM motorcycle.Civilian Side:",,,Injured three (3)  civillian wounded   Killed one (1)  civillian killed  ,,,,"Accordingly, two (2) suspects riding in tandem onboard a black XRM motorcycle emplaced the IED few minutes before the explosion and hurriedly fled towards Brg Butilen, Datu Salibu, Maguindanao.","At about 2015H same day, one (1) squad CCoy, 29IB, PA proceeded to the scene of incident while ACoy and Hqs Coy of same unit conducted checkpoint operations at their respective areas.  ",
10454,EASTMINCOM ,ARMM,MAGUINDANAO  ,RECOVERY OF WAR MATERIEL,6ID ,6DTOC-1207-28-2010 ,12 Jul 2010,"On 12 Jul 2010, two (2) squads of ACoy, 46IB, PA led by 2LT AGUILAR recovered one (1) 60MM mortar ammo with lot Nr 736 believed to be owned by the MILF while on peacekeeping operations at vicinity Brgy Laguitan, Datu Blah Sinsuat, Maguindanao.Items Recovered / Loss: ",,,,,,Recovered 1 - 60mm Mortar ammo,,The said recovered item is in the custody of the operating troops for proper disposition.,
10456,EASTMINCOM ,ARMM,MAGUINDANAO ,BURNING,"6ID, PA ",6DTOC-1307-31-10 ,13 Jul 2010,"On 12 Jul 2010, MOL 200 MILF forces alledgedly under 105th BC led by Comdr Pelmen Maestro harassed and burned the residences of the group of former SSB Vice Mayor Datu Sukarno U Badai at vicinity Crossing Badal, Barurao, Sultan sa Barongis, Maguindanao.Other Details:",,,,,,,"Accordingly, more or less 60 houses were burned during the incident. However, no casualty was reported. The armed group left the area at about 130500 Jul 2010.","On 130515 Jul 2010, one (1)Pltn from Malib Detachment, 4th SK CAA Coy led by Cpl Pareeno (Inf) PA jumped-off from said detachment and proceeded to the area to provide assistance to the victims thereat.",
10472,EASTMINCOM ,ARMM,MAGUINDANAO  ,ENCOUNTER,"6ID, PA ",6DTOC-1407-33-2010 ,14 Jul 2010,"On 140830 Jul 2010, two (2) Platoons of CCoy, 45IB, under 1LT LOUIE C MALE (CAV) PA, and 2LT VICENT N KIMAYONG (INF) PA with two (2) armored vehicle of 12th Mech Coy, 1st Mech Bn led by Tsg Martinez (Inf) PA, encountered MOL 30 armed men of 105BC, MILF under Abdulhamid Felmin @ Cmdr Maestro while conducting peacekeeping security patrol at vic Brgy Barurao, Sultan Sa Barongis, Maguindanao. Firefight lasted for about 15 minutes. Afterwhich, the enemy withdrew towards East direction. Negative casualty on the gov`t side.Enemy Side:",Killed  Mastura  Felmin (105 BC)   Wounded  Baluno Guiamlod (105 BC)    Marato  Kanapia (105 BC)  ,,,,,,,Pursuit operation is still ongoing. Progress report to follow.,
10481,EASTMINCOM ,ARMM,MAGUINDANAO ,APPREHENSION,"6ID, PA ",6DTOC-1407-155-2010 ,14 Jul 2010,"On 140915 Jul 2010, two (2) Pltn of CCoy, 45IB under 1LT MALE and 2LT KIMAYONG together with two (2) armored vehicles of 12 Mech Coy, 1st Mech Bn, apprehended three (3) persons and recovered an improvised firearms from their possession while conducting clearing operation at the encounter site at vic Brgy Barurao, Sultan Sa Barongis, Maguindanao.Enemy Side:", Apprehended  Kinda  Saanday    Taydongan Amen    Danny  Amir  ,,,Recovered 1 - Improvised short firearms (sn:  ),,,"3rd squad 1st pltn under Cpl Paguirigan (Inf) PA, held the three (3) persons who were riding a motorcycle without plate number carrying with them two (2) improvised short firearms. The troops immediately apprehend the trio and confiscate their firearms.","a. Said persons were further held for Tactical Interrogation (TI) and later turned over to PNP of Sultan Sa Barongis for further investigation and proper disposition.  b. Platoon under 1LT MALE with two (2) armored vehicles proceeded at vic Sitio Korongan, Brgy Kulambog of same municipality for pursuit and final clearing operation, while platoon under 2LT KIMAYONG scoured the immediate vic of encounter site and found bloodstains at the enemy position.",
10543,EASTMINCOM ,REGION XII,NORTH COTABATO ,HARASSMENT,"6ID, PA ",6DTOC-1907-51-2010 ,19 Jul 2010,"On 192120 Jul 2010, Dunguan Det under 44th NC CAA Coy at Brgy Dunguan, Aleosan, North Cotabato under SSg Calunsag (Inf) PA was harassed by MOL 15 fully armed MILF under Cmdr Bravo of 108BC, BIAF, MILF using M203 GL and assorted HPFAs.The enemy was positioned 250 meters south of the detachment. Firefight lasted for 15 minutes. Afterwhich, the enemy withdrew towards south direction. No reported casualty on the gov`t side while undet casualty on the enemy.Action Taken:",,,,,,,,"elements of 40IB, PA led by 1LT SUMABLAO (INF) PA proceeded to Dunguan det to established defensive base position.",
10556,EASTMINCOM ,REGION XII,NORTH COTABATO ,HARASSMENT,EASTMICNOM ,EMCOC-2007-298-10 ,21 Jul 2010,"Progress report to Journal item # 10543 dtd 20 Jul 10, re harassment of Dunguan Detachment under 44th NC CAA Coy under SSg Calunsag PA by MOL 15 MILF of the 108th Base Command, BIAF under Comdr Bravo located at vic Brgy Dunguan, Aleosan, North Cotabato on 192120 Jul 2010.Action Taken:",,,,,,,"FIREFIGHT STILL ONGOING AS OF THIS REPORT. PROGRESS ASOB.  EMC 07248 EASTMINCOM (ARMM) MAGUINDANAO (BURNING) Ref: 6ID Report RN: 6DTOC-1307 – 31 - 2010  dtd 13 Jul 2010 On 122400 Jul 2010, INCIDENT REPORT STATES THAT ON 122400H JUL 10, MORE OR LESS TWO HUNDRED (200) MILF FORCES ALLEGEDLY UNDER 105TH BC LED BY AKA PELMEN MAESTRO HARASSED THE FAMILY/GROUP OF FORMER SULTAN SA BARONGIS VICE MAYOR DATU SUKARNO U BADAL AT VIC 51N XH 7661 CROSSING BADAL, BARURAO, SULTAN SA BARONGIS, MAG. MOL SIXTY (60) HOUSES WERE BURNED DURING THE ATROCITY, HOWEVER, NO CASUALTY WAS REPORTED. SAID ARMED GROUP LEFT THE AREA AT ABOUT 130500H JUL 10. Other Details: PROGRESS ASOB. Action Taken: ONE (1) PLTN FROM MELIB DET, 4TH SK CAA COY LED BY CPL PARRENO (INF) PA JUMP-OFF AND PROCEEDED TO THE AREA AND PROVIDED ASSISTANCE TO THE VICTIMS THEREAT. SAID TROOPS STILL IN THE AREA. EMC 07258 EASTMINCOM (ARMM) MAGUINDANAO (ENCOUNTER Ref: 6ID Report RN: 6DTOC-1407-35-2010 dtd 14 Jul 2010 RE ENCOUNTER AT BRGY BARURAO, SSB, MAG On 140840 Jul 2010, TWO (2) PLATOONS OF CHARLIE COY, 45IB UNDER 1LT MALE AND 2LT KIMAYONG TOGETHER WITH TWO ARMORED VEHICLES OF 12TH MECH COY, 1ST MECH BN CONDUCTED CLEARING OPERATION AT THE ENCOUNTER SITE VICINITY 51NXH 764619 BARANGAY BARURAO, SULTAN SA BARONGIS, MAGUINDANAO. WHILE ON CLEARING, 3RD SQUAD, 1ST PLTN UNDER CPL PAGUIRIGAN HELD A CERTAIN TAYDONGAN AMEN, KINDA SAANDAY, AND DANNY AMIR WHO WERE RIDING A MOTORCYCLE WITHOUT PLATE NUMBER CARRYING WITH THEM TWO (2) IMPROVISED SHORT FIREARMS. THE TROOPS IMMEDIATELY APPREHENDED THE THREE (3) PERSONS AND RECOVERED SAID FIREARMS FROM THEIR POSSESSION. SAID PERSONS WERE FURTHER HELD FOR TACTICAL INTERROGATION AND LATER TURNED OVER TO PNP OF SULTAN SA BARONGIS FOR FURTHER INVESTIGATION AND PROPER DISPOSITION. AFTER WHICH, PLATOON UNDER 1LT MALE WITH TWO (2) ARMORED VEHICLES PROCEEDED AT VICINITY 51NXH 765628 SO KORONGAN, BARANGAY KULAMBOG OF SAME MUNICIPALITY FOR PURSUIT AND FINAL CLEARING OPERATION WHILE PLATOON UNDER 2LT KIMAYONG SCOURED THE IMMEDIATE VICINITY OF ENCOUNTER SITE AND FOUND BLOODSTAINS AT THE ENEMY POSITION. Other Details: GOVERNMENT SIDE - NEGATIVE CASUALTY; ENEMY SIDE: ONE (1) KILLED IDENTIFIED AS A CERTAIN MASTURA FELMIN AND  TWO (2) WOUNDED IDENTIFIED AS MARATO KANAPIA AND BALUNO GUIAMLOD BOTH UNDER CMDR ABDULHAMID FELMIN @ MAESTRO OF 105TH BC PER RECEIVED INFO FROM RELIABLE SOURCE.   EMC 07282 EASTMINCOM (ARMM) MAGUINDANAO (ENCOUNTER ) Ref: 6ID Report RN: 6DTOC-1807-46-2010 dtd 18 Jul 2010 AMMO EXPD DURING AN ENCOUNTER AT BRGY BARURAO, SSB, MAG On 140830 Jul 2010, AMMO EXPENDITURE DURING THE ENCOUNTER OF ‘C” COY, 45TH IB AGAINST 105BC, MILF AT BRGY BARURAO, SULTAN SA BARONGIS, MAGUINDANAO (51NXH 764619) ON 14 JULY 2010. AMMO EXPD: CTGs 5.56MM M16 BALL 810 RDS, CTGs 7.62MM M14 BALL 137 RDS, CTGs 5.56MM LINKED K3 400 RDS, CTGs 7.62MM LINKED M60 27 RDS, CTGs CAL .50MM LINKED 115 RDS, CTGs 40MM M203 HE 2 RDS. Other Details: FOR INFORMATION AND REFERENCE EMC 07298 EASTMINCOM (REGION XII) NORTH COTABATO (HARASSMENT) Ref: 6ID Report RN: 6DTOC-2007-54-2010 dtd 20 Jul 2010 PROGRESS RE HARASSMENT. On 192120 Jul 2010, REGARDING HARASSMENT OF DUNGUAN DETACHMENT. OOA 192120H JULY 2010, DUNGUAN DETACHMENT, 44TH NC CAA COY  51N XH 733842 VIC BRGY DUNGUAN, ALEOSAN, COTABATO UNDER SSG CALUNSAG (INF) PA WAS HARASSED BY MOL FIFTEEN (15) FULLY ARMED MEN UNDER  CMDR BRAVO OF 108 BASE COMMAND BIAF, MILF USING M203 GRENADE LAUNCHER AND ASSORTED HIGH POWER FIRE ARMS. ENEMY POSITIONED MOL TWO HUNDRED FIFTY (250) METERS  SOUTH DIRECTION, FIRE FIGHT LASTED FOR FIFTEEN  (15) MINUTES. RESULT OF HARASSMENT - NO CASUALTY ON THE GOVT SIDE AND UNDET CASUALTY ON THE ENEMY SIDE AMMO EXPENDITURE: 5.56MM BALL – 155 RDS, 7.62MM BALL – 125 RDS, CAL 30 GARAND – 152 RDS AND CAL .30 CARBINE - SIXTY (60) RDS.  Other Details: FOR INFORMATION AND REFERENCE Action Taken: IMMEDIATELY PERSONNEL FM DUNGUAN DET, 44TH NC CAA COY OCCUPIED THEIR RESPECTIVE SECTOR OF FIRE AND RETURNED FIRE AGAINST ENEMY POSITION AND DETACHMENT COMMANDER INFORMED CO, A COY 38IB, 6ID, PA ABOUT SAID HARASSMENT. ON 200620 JUL 10, 1LT SUMABLAO, 40IB BN S3 WITH ONE SQD RDF ONBOARD KM450A VEH UMPED-OFF H40IB AND PROCEEDED TO DUNGUAN DET TO ASSESS THE SITUATION IN THE AREA AND SAID TROOPS RETURNED H40IB AT ABT 0920H SAME DAY. ON 201335 JULY 10, 1LT SUMABLAO TOGETHER WITH ONE SQD FM ACOY, 40IB UNDER 1LT BAMBICO, MORTAR SEC UNDER SSG VICENTE AND ONE (1) SQD RDF LED BY SGT ANTONINO ONBOARD NKR VEH AND TWO (2) KM450A VEH JUMPED-OFF H40IB AND PROCEEDED TO DUNGUAN DET AT VIC 51N XH 735842 BRGY DUNGUAN, ALEOSAN, COT TO ESTABLISHED  DEFENSIVE /FIRE BASE PSN AND SAID TRPS STILL IN THE AREA.   EMC 07299 EASTMINCOM (ARMM) MAGUINDANAO (ABDUCTION) Ref: 6ID Report RN: 6DTOC-2007-55-2010 dtd 20 Jul 2010 On 201505 Jul 2010, A COMMOTION TRANSPIRED AT VICINITY MUNICIPAL HALL, GC (51NXJ 397154) PARANG, MAGUINDANAO BETWEEN ABC CHAIRMAN ALLAN ABO, COUNCILOR AMELIA ABO BALT, ALVIN BALT AND COUNCILOR ARCELIA ABO AGAINST POLICE RETIRED COL IBAY, PARANG MUNICIPAL ADMINISTRATOR, SUHARTO IBAY AND OTHER IBAY SUPPORTERS.  INVESTIGATION DISCLOSED THAT COUNCILOR ARCELIA ABO AND HIS HUSBAND ALVIN BALT ATTENDED A SANGGUINANG BAYAN MEETING AND WERE ABOUT TO LEAVE THE MUNICIPAL HALL ON-BOARD MITSUBISHI STRADA, WHILE GOING OUT, THEY WERE ACCIDENTALLY BLOCKED BY ANOTHER VEHICLE DRIVEN BY A CERTAIN COL IBAY (RET).  ALVIN BALT, HUSBAND OF COUNCILOR DRA ARCELIA ABO WENT OUT OF THE CAR AND ASKED COL IBAY WHAT HAD HAPPENED. ALLEGEDLY, COL IBAY (RET) IMMEDIATELY STRIKE/PUNCHED THE FACE OF ALVIN BALT WHILE ONE OF THE SUPPORTERS OF MAYOR IBAY GRABBED THE HEAD OF ARCELIA ABO THAT PROMPTED BOTH PARTIES TO REACT.  TWO (2) UNKNOWN PERSONNEL ALLEGEDLY SUPPORTERS OF THE IBAYS FIRED SEVERAL ROUNDS DURING THE COMMOTION WHILE PFC VARRON, SECURITY DETAIL OF  ARCELIA ABO IMMEDIATELY REACTED AND TOOK COUNCILOR ABO TO A SAFER  PLACE BOARDED  HER MITSUBISHI STRADA AND GET AWAY FROM THE SITE. ABC CHAIR ALLAN ABO AND DAUD GUMANSING SUFFERED HEAD INJURIES CAUSED BY THE SAID COMMOTION.  ONE MOTIVE OF THE INCIDENT WAS THE REVENGE OF ABDILLAH IBAY TO BOBBY ABO WHEN THE LATTER PUNCHED ABDILLAH IBAY LAST 12 JULY 2010 AT COT CITY.  Other Details: FOR INFORMATION AND REFERENCE Action Taken: LTC LAMEREZ, CO, 37IB  TOGETHER WITH 1LT LERONA, OPERATION OFFICER LEFT BN ACP ONBOARD TWO (2) KM450 WITH APPROPRIATE ESCORT IMMEDIATELY PROCEEDED TO PARANG MUNICIPAL HALL AND PACIFIED BOTH PARTIES .  OOA 1715 SAME DAY, EX-MAYOR TALIB ABO, COUN ARCELLA ABO, ALVIN BALT, COUN AMELIA ABO, ABC CHAIRMAN ALLAN ABO AND OTHER SUPPORTER ARRIVED 37IB,ACP, BRGY NITUAN, PARANG, MAG AND CONFERRED TO CO, 37IB AND HAVING DISCUSSED RE SETTLEMENT OF BOTH PARTIES.","a. Immediately, personnel from Dunguan Detachment occupied their respective sectors of fire and returned fire towards enemy position.  SSg Calunsag PA, the Detachment Commander,  informed  CO, ACoy, 38IB, 6ID, PA about the harassment. b. On 200620 Jul 2010, 1LT SUMABLAO PA, Bn S3 with one (1) squad RDF onboard one (1) KM450 vehicle proceeded to Dunguan Detachment to assess the situation in the area and said troops returned to H40IB at about 0920H same day with no untoward incident. c. On 201335 Jul 2010, 1LT SUMABLAO PA together with one (1) squad RDF led by Sgt Antonio PA jumped off H40IB and proceeded to Dunguan Detachment to established defensive/fire base and said troops are still in the area as of this report. EMC 07205 EASTMINCOM (ARMM) MAGUINDANAO (ARMED CLASH) Ref: 6ID Report RN: 6DTOC – 0507 – 11 – 2010 dtd 05 Jul 2010 On 051700 Jul 2010, THE MNLF CAMP SITUATED AT BRGY LAGUITAN, DATU BLAH SINSUAT, MAGUINDANAO UNDER DATU RANDY KARON WAS HARASSED BY MORE OR LESS EIGHTY (80) ARMED MEN BELIEVED TO BE MEMBERS OF MILF GROUP. LOUD EXPLOSIONS WERE HEARD BELIEVED TO BE FROM RPG AND 81MM MORTAR AND WERE DIRECTED TOWARDS MILF CAMP.",
10433,WESTMINCOM ,REGION IX,ZAMBOANGA DEL SUR ,APPREHENSION,ISAFP ,INCIDENT REPORT DTD 10 JUL 2010 ,11 Jul 2010,"On 10 Jul 2010, elements of MIG9 with augmentation forces from RIU, RI09, PNP, RMG9-ZDS, Margosatubig MPS and personnel from ""A"" Battery, FAB, AAR, PA apprehended a MILF member identified as Ismael Nain @ Dodoy Kamar at vicinity District Hospital in Margosatubig, Zamboanga del Sur.  Enemy Side:", Apprehended  Ismael Nain @Dodoy Kamar,,,,,,"@ Dodoy Kamar is not OB-listed, but he has a standing warrant of arrrest for murder docketed under criminal case number 1-3443 issued by Judge Reubin Maraon of Branch 2 of 9th Judicial Region, Regional Trial Court, Ipil, Zamboanga Sibugay. He was also under the group of Kammar Nain @ Maso who is reflected in the MILF OB as Maso Nain.","At about 1840H same day, @ Dodoy was evacuated to a hospital in Pagadian City for medical treatment.",
10577,WESTMINCOM ,REGION IX,ZAMBOANGA DEL NORTE  ,RECOVERY OF FA,1ID ,1DC-2207-1397-2010 ,22 Jul 2010,"On 212030 Jul 2010, one (1) squad of BCoy, 44IB lead by 1LT RONIE H BALISI (INF) PA while conducting combat patrol purposely to confirm the veracity of the reported gun fires heard. Upong arriving at the area the troops recovered one (1) Cal 45 pistol out side the fence of the residence of a certain Aldam Salicata at vicinity Brgy Latabon, Siocon, Zamboanga del Norte.Firearms Gains:",,,,Recovered 1 - Cal 45 pistol (sn: 769149),,Recovered 1 - Magazine for cal 45 with five (5) ammos,Per investigation conducted by 1LT RONIE H BALISI (INF) PA revealed that the suspect is believed to be an MILF supporter and his residence was used as consolidation and rest house of some MILF members.,,
10630,WESTMINCOM ,REGION X,LANAO DEL NORTE ,SURRENDER,"1ID, PA ",1DC-2707-2010 ,28 Jul 2010,"On 22 Jul 2010, an MILF member identified as Mustafah Alumay @ Joker/Tik4, Bn Commander, 4th Bn, 102BDe, Bilal Base Command under Calandada Dumalondong W MISUPALA voluntarily surrendered with firearms to LTC RAZALAN PA, CO, 35IB, 1ID, PA at Kolambungan Municipal Hall, Kolambugan, Lanao del Norte.Enemy Side:",Surrendered  Mustafa Alumay @Joker/Tik4,,,Recovered 1 - M16A1 rifle (sn: 046540) 2 - Cal .30 M1A1 Garand rifle (sn: 1089327 & 1 Defaced) 1 - Cal .45 pistol (sn: 893817),,Recovered 1 - Mag for M16 rifle withammo,"The surrender of Comdr Alumay @ Joker/Tik4 was made possible throught the efforts of Intel Pltn of 35IB, 1ID, PA.","a. Brigade Commdern of 601BDe directed CO, 35IB to act in accordinace with existing rules and regulations b. CO, 14MICO intensified intel monitoring effort regarding the reactions of supporters and sympathizers of the said MILF Comdr.",
WMC10368,WESTMINCOM ,REGION IX,ZAMBOANGA DEL NORTE ,HARASSMENT,1ID ,1DC-0107-1279-2010 ,02 Jul 2010,"On 282245 Jun 2010, 282245H June 2010, a certain Abdulair C Conding, 45 years old, married and a resident of Brgy Matiag, Siocon, ZDN, was harassed at his residence by certain Nanot Abundol, son of MILF Commander Sibbit, together with four (4) unidentified LLE’s. The perpetrators withdrew towards unknown directions after the incident. There’s no reported casualty on the incident. Motive is still unknown while the victim was accompanied by the Brgy Chairman to file a police blotter report at Siocon Municipality Police Station.Action Taken:",,,,,,,,"290438H June 2010, platoon (-) of “B” COY, 44IB led by 2LT KETH S PENES PA jumped-off Coy base on board KM450A and proceeded  towards Brgy Matiag, Siocon, ZDN to investigate the incident. LAWLESS ELEMENTS:",
