Journal Code,Unified Command,Region,Province,Type of Engagement,Reference,Report RN,Date,Summary Report,Enemy Side,Government Side,Civilian Side,Firearms Gained,Firearms Losses,Items Recovered / Loss,Other Details,Action Taken,
10165,WESTMINCOM ,ARMM,BASILAN ,GOVERNMENT RAID,WESTMINCOM ,WMC-1606-02-10 ,17 Jun 2010,"On 160100 Jun 2010, joint operating elements of MBLT1 and AISG Detachment Basilan led by COL GOMEZ PN(M) (GSC) raided a suspected ASG hide-out at vicinity Sitio Kagiit, Brgy Bulan-bulan, Lantawan, Basilan Province.Enemy Side:",Captured  Kaisar Said    Algaber Said @ Talha,,,Recovered 1 - M16 rifle (ELISCO) (sn: RP 047423),,Recovered 1 - Rifle grenade,"a. The operations that resulting to the arrest of ASG sub-leader Kaisar Said and his brother, Algaber Said @ Talha who was identified as one (1) of the fugitive who escaped during the 14 December 2009 Basilan jail break escapee. b. At about 0230H same day, upon arrival at GC 748352, the raiding elements conducted final briefing afterwhich, assaulting and supporting/security elements led by 2LT CELIS PN(M) conducted combat maneuver towards the OBJ. At about 0525H, assaulting and supporting/security elements conducted raid and captured ASG sub-leader Kaiser Usman @ Kaiser Said. c. Arrested ASG sub-leader has a standing warrant of arrest issued by Judge Bucoy, RTC Judicial Branch 3 dtd 04 May 09 under Case Nunmber 3537-11293608-1164; 3611-1165 and 3674-118 with reward of Php 1.2 million.","After clearing the objective, the raiding elements linked-up with Command Group at vicinity GC 744357 and proceeded back to HMBLT1 and same arrived at about 0715H same day.",
10211,WESTMINCOM ,ARMM,BASILAN  ,ENCOUNTER,WESTMINCOM ,WMC-2006-01 ,20 Jun 2010,"On 19 Jun 2010, operating elements of 1SRC composed of one officer and thirty (38) EP led by 1LT ASISTORES PA and 13SFC composed of one (1) officer and forty (48) EP led by 1LT MANINANG PA all under of SOTG Basilan, while conducting combat clearing operations encountered four (4) unidentified ASG/LE wearing camouflage Marine uniform at vic Sitio Erely, Brgy Central, Sumisip, Basilan Province. Firefight lasted for about fifteen (15) minutes after which the enemy withdrew towards NE and NW direction.Items Recovered / Loss: ",,,,,, - Documents with high intelligence value Recovered 2 - Civ packs 1 - Mil pack full of personal belongings 2 - BIAF uniforms w/ name cloth USMAN & MINGKONG MS marking 1 - Short magazine for M16 rifle MNLF-MG:,,,
10235,WESTMINCOM ,ARMM,SULU ,ENCOUNTER,WESTMINCOM                      ,WMC-2206-05-10 ,22 Jun 2010,"On 22 Jun 2010, elements of SOP3, MBLT3, encountered the lawless MNLF group under Khabir Malik while on combat patrol at vicinity Brgy Mahala, Talipao, Sulu. Firefight lasted for about twenty (20) minutes.Government Side:",,WIA Pfc Arabis PN(M)      Pfc Julius O   Manda   ,,,,,,"a. Two (2) UH-UH helicopters from TOG9, Jolo, Sulu immediately conducted airevac the WIA personnel from Talipao to Jolo, Sulu and subsequently confined to Trauma Medical Center for immediate treatment. b. At about 1536H same day, PN Islander Aircraft departed EAAB, Zamboanga City to fetch the two (2) WIAs in Jolo, Sulu for further medical evacuation/referal in Zamboanga City.",
10237,WESTMINCOM ,ARMM,SULU ,ENCOUNTER,WESTMINCOM ,WMC-2306-01-10 ,23 Jun 2010,"On 22 Jun 2010, operating elements from SOP11 and SOP5, both TACON to MBLT11 while conducting pursuit operation against withdrawing lawless MNLF groups under Khabir Malik encountered same at vicinity Talipao proper, Talipao, Sulu. Government Side:",Killed  2 killed (BC) Names not reported  ,WIA Pfc Joseph P Piolo    Sgt Manuel D Jaso 806607 ,,Recovered 1 - M14 rifle (sn: Not reported) 1 - Garand rifle (sn: Not reported),,,,"a. Combined elements of 63FRC, 64FRC and SOP6 proceeded to the engagement area to reinforce the engaged troops.   b. At about 2025H same day, wounded personnel were evacuated to Trauma Hospital in KHTB, Bus-bus, Jolo, Sulu via ground mobility vehicles for medical treatment. c. At about 1700H two (2) UH-IH helicopters with NVG capability departed EAAB, Zamboanga City for Jolo, Sulu and picked-up the wounded personnel at KHTB. Said aircraft arrived CNGH helipad at about 230047 Jun 2010. MILF:",
10183,EASTMINCOM ,ARMM,MAGUINDANAO ,HARASSMENT,"6ID, PA ",6DTOC-1806-151-10 ,18 Jun 2010,"On 17 Jun 2010, one (1) Pltn of Ccoy, 29IB, 4ID, PA under 2LT GUIBONE (INF) PA while establishing Temporary Patrol Base/harboring at vicinity Brgy Reina Regente (51N XH 68387727), Datu Piang, Maguindanao was harassed by more or less 100 fully armed member of LMG under Tata Uy using HPFAs.Action Taken:",,,,,,,,"Immediately, mortar and weapon teams of Ccoy, 29IB returned fire towards the enemy position while the troops under 1LT COLLADO PA located at vicinity 51N XH 680772 provided mortar fire support using 81MM mortar.Firefight lasted about one (1) hour. No casualty was reported on either side.",
10226,EASTMINCOM ,ARMM,MAGUINDANAO ,HARASSMENT,"6ID, PA ",DTOC-2106-167-10 ,21 Jun 2010,"On 20 Jun 2010, one (1) Pltn (-) of CCoy, 29IB, 4ID, PA under 2LT SOQUERATA (INF) PA while at temporary PB at Brgy Reina Regente (51N XH 68387727), Datu Piang, Maguindanao was harassed by LMG members lead by Tata Uy Duten and an unknown leader from Buluan using cal .50 MG Barrett and 81mm mortar.Action Taken:",,,,,,,,"Mortar and weapons team of CCoy, 29IB and one (1) Pltn of BCoy, 29IB under 1LT COLLADO PA located at vicinity 51N XH 680773 returned fire towards the enemy position. Likewise, one (1) pltn from ACoy, 29IB under 1LT DANIEL PA at vicinity 51N XH 679763 also provided 81mm mortar fire towards the enemy location. Firefight lasted for about two (2) hours. No casualty was reported on both sides.",
10025,WESTMINCOM ,REGION IX,ZAMBOANGA DEL SUR ,ATTEMPTED ESCAPE,"1ID, PA ",1DC-0506-1114-10 ,06 Jun 2010,"On 051115 Jun 2010, Sam Dama Sanawil, one(1) of the two(2) captured MILF members of the 53IB,1ID, PA was accidentally shot during a struggle with Pfc Oliver C Java (Inf) PA outside a local eatery owned by Edwina Tabacolde in the Brgy Poblacion Guipos, ZDS.Other Details:",,,,,,,"a. Reportedly, The two MILF members together with 1LT BENJAMIN T AGUILAR JR (INF) PA, intel Officer of 53IB, 1ID, PA with appropriate security escort were on their way to Malangas Municipal Police Station, Malangas, ZDS. It was in Brgy Poblacion, guipos, ZDS, when they decided to have lunch. Upon entering the eatery owned by a certain Edwina Tabacolde, Sam Dama Sanawil asked to go outside of the restaurant. He was escorted by Pfc Oliver C Java (Inf) PA. Outside the establishment, Sam Dama Sanawil threw a stone at Pfc Oliver C Java PA but missed, then tried to grab the M16 rifle of the said EP. During the struggle, the M16 rifle accidentally fired hitting the suspect  resulting to his instantaneous death. b. The other captive, Sumam Manguda Pindo upon hearing the incident tried to escape but was caught by the pursuing security escorts.","Surman Manguda Pindo together with the cadaver of Sam Dama Sanawi were turned-over to PNP Guipos, ZDS for proper disposition.",
10055,WESTMINCOM ,REGION IX,ZAMBOANGA DEL SUR ,ATTEMPTED ESCAPE,"1ID, PA ",1DC-0706-1127-2010 ,07 Jun 2010,"Progress Report to Journal Item Nr: 10055 dtd 06 Jun 2010, re-attempted Escape of Captured Personalities with security escort under 1LT BENJAMIN T AGUILAR JR, Intellegence Officer 53IB, at Brgy Poblacion, Guipos, ZDS on 051115 Jun 2010.Other Details:",,,,,,,"a. A certain Alboroto, 15 years old, resident of Purok Mangga, brgy Canunan, Guipos, ZDS who sustained slight wounds on his right hand and upper arm was brought to Bn Hqs for first aid treatment and then was further brought to Dinas Hospital, Dinas, ZDS for complete medication and is now in stable condition.  b. A about 1700 same day, Sumam Manguda Pindo was released by PNP Guipos, ZDS and was turned-over to Alsa Pindo, his elder sister and Hon. Arnulfo Lim, Municipal Vice Mayor of Buug, ZSP together with the cadaver of his comrade Sam Dama Sanawi. c. The said personalities while onboard a pump boat without pertinent document, acting suspiciously and threw their personal belongings into the sea were captured by the patrolling elements of DCoy, 5IB, 1ID, PA, led by Sgt Robert B HALAPAN 806065 (Inf) PA, Det Comdr of Sitio Margal, Brgy Pamintayan Detachment, Buug, ZSP on 041700 June 10.  Initial verification with Malangas PNP showed that one of the suspects, Sumam Manguda Pindo, has an existing warrant of arrest for murder.",,
10172,WESTMINCOM ,REGION IX,ZAMBOANGA DEL SUR  ,ABDUCTION,WESTMINCOM ,WMC-1706-02 ,17 Jun 2010,"On 170835 Jun 2010, a certain Vicente Barrios, 60 yrs old employee of Marine Dragon, while onboard a pump boat enroute to their fish cage at vic Visayas Island, Brgy Bolong, Zamboanga City was abducted by six (6) fully armed men believed to be members of LLE MILF led By Cmdr Khamsa (TNU) onboard two (2) pump boats colored white and green. The abductors fled towards Tigburakaw Island together with the victim.Civilian Side:",,,Abducted Mr Vicente Barios,,,,,"One squad from Muti TPB, 15DRC conducted blocking operation at coastal areas of Brgy Muti and Brgy Bolong all of Zamboanga City while elements of 4SFBn (R), SFRA, PA onboard two (2) assault sea crafts conducted seaborne operations at nearby areas. Further all CAA detachments within the vicinity were directed to be more vigilant.",
10312,WESTMINCOM ,ARMM,LANAO DEL SUR ,CHECKPOINT,"1ID, PA ",1DC-2706-1257-2010 ,27 Jun 2010,"On 251255 Jun 2010, one (1) Pltn of ACoy, 5IB, 1ID, PA composed of one (1) Officer and 26 EP under 1LT MUAMMAR A SALI (INF) PA, while conducting random checkpoint operation at vic GC 430605, Brgy Nanagun, Lumbayanague LDS, apprehended Said Iman and Nasser Basser allegedly identified as MILF pltn leaders based in Camp Bushra, Butig, LDS and confiscated one (1) Cl .45 pistol and one (1) Cal .9MM.Firearms Gains:",,,,Recovered 1 - Cal .45 pistol (sn: 814909) 1 - Cal .9MM pistol (Llama) (sn: 798183),,Recovered 1 - Magazine for Cal .45 pistol w/ four (4) live ammo 1 - Magazine for 9MM pistol w/ five (5) live ammo,"Accordingly, the two were riding in tandem heading towards Camp Bushra, Butig, LDS when Ali Imam astride a motorcycle without plate number was searched and apprehended. The two (2) were released in good physical condition after a series of investigation.","The confiscated firearms were kept in the supply room of ACoy 51IB, 1ID, PA for proper disposition. LAWLESS ELEMENTS: 030 NOLCOM (ARMM) MAGUINDANAO (ENCOUNTER Ref: 6ID Report RN: 6DTOC – 0306 – 120– 2010 dtd 05 Jun 2010 RE ENCOUNTER AT BRGY REINA REGENTE, DATU PIANG, MAGON 021000 JUN 2010 On 021000 Jun 2010, RE ENCOUNTER BETWEEN THE TROOPS OF BCOY, 29IB, 4ID, PA UNDER 1LT JOVES (INF) PA AGAINST THE ALG UNDER CERTAIN TATA UY ON OR ABOUT 021800H JUNE 2010 WHICH LASTED FOR ABOUT THREE (3) HOURS. OOA 030530 JUNE 2010, ONE (1) PLATOON LED BY 1LT JOVES CLEARED THE ENEMY POSITION AT  VIC 51N XH 686775 AND WERE ABLE TO DISCOVER ENEMY TRACKS MOVING TOWARDS SOUTH EAST DIRECTION. THE TROOPS RETURNED TO THEIR TEMPORARY PATROL BASE AT ABOUT 0800H SAME DAY. RESULT: NEGATIVE CASUALTY ON THE GOVT SIDE WHILE ONE (1) KILLED (HUMINT)  ON THE ENEMY SIDE. Other Details: FOR INFORMATION AND REFERENCE",
