Journal Code,Unified Command,Region,Province,Type of Engagement,Reference,Report RN,Date,Summary Report,Enemy Side,Government Side,Civilian Side,Firearms Gained,Firearms Losses,Items Recovered / Loss,Other Details,Action Taken,
11049,WESTMINCOM ,ARMM,TAWI-TAWI  ,APPREHENSION,J2 ,J2 STL DTD 06 SEP 2010 ,06 Sep 2010,"On 06 Sep 2010, joint elements of MIG9, NTF62/NISD-TT, MBLT4 and Tawi-Tawi PNP apprehended a MILF-KFRG member inside the DPWH Compound in Bongao, Tawi-Tawi. Subject was brought to HQs MBLT4 in Sanga-Sanga, Tawi-Tawi for Custodial DebriefingEnemy Side:", Apprehended  Abdurahman Abdurahim  ,,,,,,"Subject was arrested by virtue WOA issued by Hon. Asali Br 17, RTC9, Zamboanga City docketed in CC# 24820 for Kidnapping and Serious Illegal Detention with Ransom for involvement in the kidnapping of retired MSgt Almonte last 061300 Feb 2010 in Sitio Busog Bgy Manicahan, Zamboanga City.",,
11165,WESTMINCOM ,ARMM,BASILAN ,HARASSMENT,ISAFP ,SPOT REPORT DTD 19 SEP 10 ,19 Sep 2010,"On 19 Sep 2010, a CVO outpost located at Pandakan Elementary School, Sitio Pandakan, Parang Basak, Lamitan was harassed by undetermined number of MILF fighters.Civilian Side:",,,Killed CVO Atuka Kabing Wounded CVO Imam Atih,,,,"a. It is possible that the harassment is in connection with the planned retaliatory attack of MILF elements headed by Kamsa Limaya whose brother was killed in the same place. b. The planned harassment was conceived by the group of Nurhassan Jamiri and Long Malat against the elements of 32IB, 1ID, PA in Tipo-Tipo area was reported on as early as19 Sep 2010. On said report, it is likely possible that the MILF has participated on the said planned attack.","ACoy, 32IB, PA is presently conducting hot pursuit operations against the perpetrators.",
11183,WESTMINCOM ,ARMM,BASILAN ,ARMED CLASH,WMC ,WMC-2009-01 ,20 Sep 2010,"On 190600 Sep 2010,  the Jawaris Family at Sitio Panandakan, Brgy Parangbasak, Lamitan, Basilan Province were fired upon by MOL 40 armed MILF under Suhud Limaya @ Cmdr Hud and Raja Alimin. The Jawaris family and CVOs managed to return fire towards the attackers using their personal firearms. Firefight lasted for about 20 mins, afterwhich the attackers withdrew towards Brgy Lebuh of same municipality.Civilian Side:",,,Died Mr  Atoka  Kabung Wounded Mr  Imam Tari Asari,,,,"a. The incident was perpetrated by MILF under Suhud Limaya @ Cmdr Hud and Rajan Alimin was in retaliation of the death of Kamsa Panawalun Limaya who was reportedly killed by Jawari Hamsalem on 17 AUg 2010 at Brgy Baas, Lamitan, Basilan Province among the escapee in the Basilan Jail Break on 13 Dec 2009. b. Mr Imam Tari Asari 27 yrs old, sustained wounds on his lower right leg while Mr Atoka Kabung 45 yrs old, sustained a GSW on his right thigh and eventually died due to blood loss.","a. One (1) squad of ACoy, 32IB led by Sgt Dexter T Deloso (Inf) PA left Coy CP and immediately established blocking position at GC 093254 of same Brgy. b. At about 0625H same day, two (2) squads led 1LT MARQUEZ PA, CO ACoy proceeded to the incident site and facilitated the evacuation of two (2) casualties to CP ACoy for first aid treatment prior to their evacuation to St Peter Hospital in Lamitan. c. At about 0802H same day, CO, S2 and S3 of 32IB proceeded towards CP of ACoy to verify the incident. QRF under 1LT JIMLAH PA, deployed at GC 088268. LAWLESS ELEMENTS:",
11228,SOLCOM ,REGION V,MASBATE  ,APPREHENSION,SOLCOM ,SLCOC 2509-858-10 ,25 Sep 2010,"On 240745 Sep 2010,  one (1) sec of 9IB, 9ID, PA while after reinforcing elements of RMG, PNP  Masbate and conducting search opns at vic Brgy San Marcos, Placer, Masbate apprehended a certain Carmelo S Pioneda. Firearms Gains:",,,,Recovered 1 - M16 (sn: 9040486),,,,"Subject had in his possession a firearm, ammuniton which were eventually confiscated and together with the subject were  turned over to the PNP Placer Station, Masbate for investigation and to face appropriate charges for illegal possession of FA and ammunition.",
11010,EASTMINCOM ,ARMM,MAGUINDANAO  ,HARASSMENT,6ID ,6DTOC-0209-02-2010 ,02 Sep 2010,"On 02 Sep 2010, an unidentified armed group harassed the CVOs of Mayor Sangki at vicinity Brgy Salman, Ampatuan, Maguindanao. Said armed group infiltrated the post of the Bantay Bayan. No casualty was reported on both sides.Action Taken:",,,,,,,,"a. At about 0400H same day, one (1) section of 46IB, PA composed of one (1) officer and twelve (12) EP led by 1LT KADIL (INF) PA reinforced the CVOs.  b. At about 0410H same day, (1) Pltn (-) of 46IB, PA composed of one (1) officer and nineteen (19) EP led by 2LT ANOSAN (INF) PA also reinforced the CVOs.",
11020,EASTMINCOM ,REGION XII,COTABATO  ,EXPLOSION IED,6ID ,CN-6DTOC-0309-07-2010 ,03 Sep 2010,"On 022100 Sep 2010, An IED exploded in front of the Weena Bus Terminal, Don Rufino Alonzo St, Cotabato City particularly beside the waiting shed thereat. No casualty was reported during the incident. Motive could not be ascertained as of this report.Other Details:",,,,,,,"Initial investigaion conducted by TG ""Tugis"" revealed that before the explosion, four (4) unidentified male personalities were seen at the area. 6EOD personnel recovered one (1) worn-out Nokia 3310 cellphone. The IED was made of TNT sealed in a piece of paper with Nokia 3310 cellphone as the triggering device.","One (1) squad of TG ""Tugis"" led by SSg Danilo O Villaruz (Inf) PA, responded to the scene of incident and conducted crowd control and security operation.",
11042,EASTMINCOM ,ARMM,MAGUINDANAO  ,EXPLOSION IED,6ID ,6DTOC-0609-13-2010 ,06 Sep 2010,"On 060345 Sep 2010, an IED exploded at vic Bulalo Public Market, Bgy Bulalo, Sultan Kudarat, Maguindanao. Initial investigation disclosed that said IED consisted of 81mm parts based on the recovered sharpnels by the EOD Team. No reported casualty / wounded resulted from the explosion. Motive of the incident is still unknown.Action Taken:",,,,,,,,"AA 0400H one (1) section under 2LT BALAO PA of A Coy, 37IB proceeded at the incident area to assist in the investigation and the cordon area.",
11044,EASTMINCOM ,REGION XII,COTABATO ,EXPLOSION IED,6ID ,6DTOC-0609-14-2010 ,06 Sep 2010,"On 052120 Sep 2010, an Improvised Explosive Deviced (IED) exploded in front of Padama Pension House at Quezon Ave, Bgy Poblacion Mother, Cotabato, City.Other Details:",,,,,,,Recovered fm the scene were as follows: one (1) nokia 3310 CP used as triggering mechanism; disintegrated cloth and plastic cellophane used as explosive container; booster casing ctg 81mm 543A1B; and cast TNT approximately 4x6 centimeters. Said explosion resulted to the slight damage of water pipeline at said place while no casualty was reported. Motive of the incident could not be accertained as of this report.,Immediately one (1) sec fm TG Tugis led by LTC GALIDO PA proceeded to the scene of incident and assisted the elements of Cotabato City PNP and 6EODD. ,
11052,EASTMINCOM ,REGION XII,SOUTH COTABATO  ,RAID,EASTMINCOM ,EMCOC-0609-596-10 ,06 Sep 2010,"On 040600 Sep 2010, troops of TG ""GENSAN"" under COL GLORIOSO V MIRANDA INF (GSC) PA raided a reported presence of armed group at vicinity Purok 14 (Sultan Pendatun), Lanton, Apopong, General Santos City.Enemy Side:", Apprehended  Alvino I Ramitan    Pablito F Ferrer  ,,,Recovered 1 - 12 gauge shotgun AKKAR (sn: 3552944) 1 - improvised grenade launcher (sn: not reported),,Recovered 46 - 12 gauge ammos 4 - 40MM HE 1 - empty ammo box with lot PS L-E7-017 1 - military back pack 1 - binocular 2 - belt bag used fo 4oMM HE and 12 gauge ammo 1 - gun bag with marking ruger,"The two (2) apprehended personalities were indentified as certain Ramitan, 59 y/o, a resident of Purok Pendatun Lanton, Apopong, General Santos City and Ferrer, 64 y/o, a resident of Purok 13 B, Uhaw, Fatima General Santos City.","At about 0900H same day, the apprehended personalities and the recovered items were properly turned-over to P/INS ELMA of Police Precinct 2, General Santos City for proper disposition.",
11054,EASTMINCOM ,REGION XII,COTABATO  ,GRENADE THROWING,EASTMINCOM ,EMCOC-0709-610-10 ,07 Sep 2010,"On 070040 Sep 2010, grenade throwing transfired at Husky Bus Terminal located at vicinity Brgy Tamontaka, Mother, Cotabato City. The explosion damaged an aircon bus with plate nr MVV-452 (body nr 2688). No casualty was reported on said incident.Items Recovered / Loss: ",,,,,,Recovered 1 - safety lever of an MK-2 type fragmentation grenade,,"1st squad from TG ""TUGIS"" led by 1LT ISMAEL B SALILAGUA (INF) PA and elements of 6EODD responded and conducted pursuit operation against the perpetrators but yield negative result.",
11057,EASTMINCOM ,ARMM,MAGUINDANAO ,PIRACY,6ID ,CN 6DTOC-0709-18-2010 ,07 Sep 2010,"On 070600 Sep 2010, Sea Piracy incident transpired in high seas at vicinity Brgy Lapaken, Datu Blah Sinsuat, Maguindanao. One of the victim was identified as Mr Alvin Bacarisas who was found dead on his banca while the other two (2) are still missing identified as Mr Jordan Padava and Mr Ibe Bacarisas. Suspected pirates are believed to be armed and lawless groups (ALG) temporarily based somewhere in Datu Blah Sinsuat Municipality.Action Taken:",,,,,,,,"Joint elements of 6IB, ECoy 38IB/61st DRC, Datu Blah Sinsuat PNP and Philippine Navy conducted search and rescue (SAR) operation to the missing persons and still in the area as of this report.",
11077,EASTMINCOM ,REGION XI,DAVAO DEL NORTE  ,ENCOUNTER,EASTMINCOM ,EMCOC-1009-647-10 ,10 Sep 2010,"On 10 Sep 2010, operating trops of 84IB, PA while on combat operations encountered undetermined number of LE at Sitio Kabagayan, Brgy Sibulan, Toril district, Davao City. No reported casualties on both sides.Other Details:",,,,,,,The enemy was armed with M60 & K3.,,
11093,EASTMINCOM ,REGION XI,DAVAO CITY ,ENCOUNTER,EASTMINCOM ,EMCOC-1109-659-10 ,11 Sep 2010,"Progress Report to Journal Item Nr: 11077 dtd 10 Sep 2010, operating troops of 84IB, PA while on combat operations encountered undetermined number of LE at Sitio Kabagayan, Brgy Sibulan, Toril District, Davao City on 100830 Sep 2010. Items Recovered / Loss: ",,,,,,Recovered 30 - rounds cal 7.62MM (linked) 1/2 - sacks rice 4 - backpacks   - medical equipment and subversive documents,,"K9 platoon, Hqs 10Coy, K9Bn at Sasa, Davao City jumped-off company based via by-land and proceeded to TCP, 84IB at vicinity Sitio Culan, Sta Cruz, Davao del Sur to conduct tracking operation in the area.",
11132,EASTMINCOM ,REGION XII,NORTH COTABATO ,HARASSMENT,EASTMINCOM ,EMCOC-1609-682-10 ,16 Sep 2010,"On 160800 Sep 2010, MOL eight (8) unidentified armed men harassed the farmers at Sitio New Luzon, Lower Dado, Alamada, NCot that resulted to the death of Mr Fernando Anyong.Action Taken:",,,,,,,,"Immediately, troops of BCoy, 40IB, 602Bde, under 1LT LASAM PA together with intel operatives of said unit responded in the area. Progress report to follow.",
11154,EASTMINCOM ,REGION XI,COMPOSTELA VALLEY  ,BURNING,EASTMINCOM ,EMCOC-1709-693-10 ,17 Sep 2010,"On 162130 Sep 2010, building of Tigre De Oro Mining Corporation at Brgy Dumlan, Maco, CVP was burned by lawless men believed to be members of GF - 2, SMRC, Acoordingly, prior to incident, eight (8) motorcycles with riders in tandem carrying gasoline in a plastic container were seen entering the compound and subsequently burned said establishment. After which the perpetrators withdrew to the hinterland of said brgy.Action Taken:",,,,,,,,"On 170600H Intel Operatives, 1001BDe were sent to verify the motive behind the incident and possible identification of the suspects.",
11174,EASTMINCOM ,ARMM,MAGUINDANAO ,HARASSMENT,EASTMINCOM ,EMCOC-1909-704-10 ,20 Sep 2010,"On 19 Sep 2010, TPB of ACoy, 29IB, 6ID, PA under 1LT GUIBONE, 2LT COLLADO and 2LT CALUNGGOD located at vicinity Pagatin PB, Brgy Pagatin (51N XH 839710), Datu Salibo, Maguindanao was harassed by more or less 50 LMG under Haun Sindatok, Muhiden Karialen and Basil Usman. Other Details:",,,,,,,Exchange of fire ended at about 2020H same day with no casualty reported on either side.,"a. Troops returned fire towards the enemy position. At about 1945H same day, one (1) pltn of BCoy, 29IB under 2LT ORCULLO PA based at Brgy Dapiawan delivered 81MM mortar fires towards the enemy position. b. At about 1950H, one (1) section onboard two (2) KM450 vehicle under 2LT DANIEL PA reinforced the engaged troops. ",
11215,EASTMINCOM ,ARMM,MAGUINDANAO  ,AMBUSH,6ID ,CN 6DTOC-2309-365-2010 ,23 Sep 2010,"On 230800 Sep 2010, a councilor of Brgy Kakal, Ampatuan, Maguinadanao was ambushed by MOL seven (7) persons armed with M14 and M16 rifles at vicinity Brgy Kapinpilan, Ampatuan, Maguindanao while riding on his bicycle on the way to Brgy Kakal. The victim suffered multiple gunshot wounds on the different parts of his body and was rushed to Tamodong Hospital for medical treatment. The victim told the rescuer that he was able to identify one of the perpetrators as a certain Hamsa Kindo Tuwabak.Civilian Side:",,,Wounded Mr Tagkaya Sabpa,,,,The suspects immediately fled towards north direction. Motive is believed to be family/personal feud.,"On 230805 Sept 10, a squad from CCoy, 46IB led by 1LT MARHUBO (INF) PA left company CP and proceeded towards the incident site and arrived thereat at about 0823 to investigate the incident.",
11222,EASTMINCOM ,ARMM,MAGUINDANAO  ,AMBUSH,6ID ,6DTOC-2509-70-2010 ,24 Sep 2010,"On 242335 Sep 2010, Cpl Gequilasao PA with CAA Andangan assigned with Central Det 10, MG CAAC, 38IB based at Bgy Dinganen, Buldon, Maguindanao while on their way  to attend a Barangay festivity, were ambushed by undet armed men one hundred fifty (150) meters north of the detachment. Firefight ensued which lasted for five (5) minutes after which the perpetrators withdrew toward east direction.Government Side:",,KIA Cpl Reynante Gequilasao 809926  Firearms Losses:  Loss 1 - M16 (sn: 433956),,,,,,One(1)  CAA Tm led by CAA Andorada departed from Central Det and immediately proceeded to the site reinforce the troops. The Team recovered the cadaver of Cpl Guquilasao and brought the same to Central Det for proper disposition.,
11231,EASTMINCOM ,REGION XI,COMPOSTELA VALLEY  ,ENCOUNTER,EASTMINCOM ,EMCOC 2509 747 10/EMCOC 2509 749 10 ,25 Sep 2010,"On 251230 Sep 2010, one (1) sec of Scout Platoon under 2LT PASCAN PA, 71IB, 10ID, PA encountered undetermined number of LEs while on combat patrol at vicinity Brgy Panoraon, Maco Compostela Valley Province. Firefight lasted for 10 mins and after which, the enemy withdrew toward north direction. No casualty on the gov`t side while undet on the enemy side.Items Recovered / Loss: ",,,,,,Recovered 2 - Magazines for M16 rifle 1 - Magazine for M14 rifle   - Subversive Documents   - Pair of combat boots,"The clearing operation resulted to the seizing the enemy encampment at vic 52N AP 772231, Purok 7, Sitio Taglawig, Brgy Panoraon, Maco, CVP and recovery of war materiel and debris of the six (6) IEDs.","a. On 1600 same day, two (2) UH-1H helis departed from HTOG 11, Sasa, Davao City for H1001Bde, Sitio Mapaang, Quarry, Maco, CVP and airlifted K9 team. b.On 1710H same day K9 team conducted insertion operation",
11246,EASTMINCOM ,REGION X,BUKIDNON  ,BURNING,4ID ,OPN-2509-1808-2010 ,25 Sep 2010,"On 241621 Sep 2010, a farm tractor owned by Del Monte Philippines Incorporated was burned by unidentified person at vicinity Sitio Kiantig, Brgy San Jose, Quezon, Bukidnon. Motive of the incident is still unkown.Other Details:",,,,,,,"a. Partial damage estimated to One Hundered Thousand Pesos. The damage parts of the tractor include the Hydraulic Hose and the driver seat where the other control systems are located. b. After the said incident, a certain Jonathan Pacapat, married, 24yrs old, resident of Sitio Sunnyday, Brgy Butong, Quezon, Bukidnon and an employee of said corporation was apprehended by the security guards in the incident area. Said person was under the influence of liquor. Afterwhich, said person was brought under the custody of Del Monte Phils Inc,","1. One (1) section from HHSvc Coy under 1LT MAALA PA, Bn S4, 8IB onboard a Troop Carrier with one (1) SIMBA left H8IB and proceed to the said area to secure and assess the incident threat. 2. PNP Quezon was then informed on the incident to conducted a formal investigation.",
10999,WESTMINCOM ,REGION IX,ZAMBOANGA DEL SUR  ,ENCOUNTER,1ID ,1DC-0109-1656-2010 ,01 Sep 2010,"On 010900 Sep 2010, one (1) Squad of 14th CAA ZS CAA detachment, DCoy, 5IB, 1ID, PA composed of one (1) EP and six (6) CAA led by Sgt Halapan PA while conducting seaborne patrol encountered more or less twelve (12) LE`s at Sitio Gapi, Bgy Lenok Madalum, Lapuyan, Zamboanga del Sur. Government Side:",,KIA CAA Amil Arbor    CAA Amil Arbor    CAA Amil Arbor    WIA CAA Arlie Yongco    CAA Arlie Yongco    CAA Arlie Yongco   ,,,,,"The seaborne patrol was in response to the reported sea robbery happening in the seas of Lapuyan, ZDS.","a. Ooa 010900H Sep 2010, one (1) squad of BCoy, 53IB composed of nine (9) EP led by Cpl Hanapia PA conducted blocking/pursuit opn at the coast of So Bayolan, Bgy Danganan, Lapuyan, ZDS. b. Ooa 011130H Sep 2010, one (1) squad from HHSCoy, 53IB composed of one (1) Officer and thirteen (13) EP displaced Bn Hqs to conduct blocking/combat clearing opn in the vicinity of Sitio Bayolan, Bgy Danganan, Lapuyan, ZDS. c. Ooa 011030H Sep 2010, one (1) squad of ACoy 53IB composed of nine (9) EP conducted blocking opn along the coastal areas of Bgy Igat Island, Margosatubig, ZDS.",
11053,WESTMINCOM ,REGION IX,ZAMBOANGA SIBUGAY  ,ENCOUNTER,"1ID, PA ",1DC 0709-1688-2010 ,07 Sep 2010,"On 042320 Sep 2010, a team of CAA led by SSg Rodolfo P Bumaat (Inf) PA of Talusan Detachment together with elements of PNP Talusan led by P/INSP Fernando E Gregorio, COP, while conducting checkpoint operation encountered undet number of lawless armed group using (2) motorized pump boats at Talusan wharf, Sitio Tinago, Poblacion, Talusan, Zamboanga Sibugay. Firefight lasted for a minute and afterwhich the LEs withdrew towards Sitio Tinago, Poblacion, Talusan, Zamboanga Sibugay.Items Recovered / Loss: ",,,,,,Recovered 1 - pump boat white color w/ sitti harica & w/ reg nr KAL 9808 Kalamansig 3 - marine engines 1 - reserve propeller,,"At about 2340 same day, a team of 3ZSP CAAC, Talusan Det led by SSg Bumaat PA conducted pursuit operation for posible arrest of the fleeing suspects towards Sitio Tinago, Brgy Poblacion, Talusan, Zamboanga Sibugay but yield negative result. Said troops returned station at about 050130 Sep 2010.",
11175,WESTMINCOM ,REGION IX,ZAMBOANGA DEL SUR ,ABDUCTION,ISAFP ,STL ,20 Sep 2010,"On 191200 Sep 2010, a certain Vinton So, married, 47 years old and a resident of Sta Maria, Zamboanga City was abducted by unidentified perpetrators inside his Junk Shop located along Sta Maria road, same Brgy. Accordingly, the suspects forcibly entered the Junk Shop, dragged the victim into his KIA Sorrento and fled towards unknown direction. The suspects also brought the recorder of the CCTV camera installed in the said establishment.Other Details:",,,,,,,Motive of the abduction is still being determined.,,
11190,WESTMINCOM ,REGION IX,ZAMBOANGA DEL SUR ,RESCUE OPERATIONS,WESTMINCOM ,WMC-2209-01 ,22 Sep 2010,"On 211500 Sep 2010, combined elements of TFZ/11DRC/ZCPO/CTP 1MIB, 1ID and NICAS personnel led by COL SANTIAGO R BALUYOT PA, Commander, TFZ conducted rescue operation to the kidnap victim Mr Vinton So at Nurby Drive, Talon-Talon, Zamboanga City.Enemy Side:","Captured  Nurmina Tambayong 27 yrs old, native of Paguntaran, Sulu   Arlene  Sarawi 23 yrs old, from Villa Margarita Talon-Talon, ZC  Sajid Khan Amiri  20 yrs old, from Jolo, Sulu  Midzfar  Limpalan 24 yrs old, native of Jolo Sulu",,,,,,Intel personnel of TFZ in coordination with Intel personnel from other units play a vital role in the conduct of rescue operation.,"One (1) squad, Recon Pltn, 11DRC led by Cpl Picpic PA, augmented to the raiding team to act as back-up security to the rescue operation. Follow-up operation was conducted to apprehend other members of the group.",
11276,WESTMINCOM ,REGION X,LANAO DEL NORTE ,SHOOTING,WESTMINCOM ,WMC-290901 ,29 Sep 2010,"On 272100 Sep 2010, Pfc Catanes (Inf) PA 0f BCoy, 35IB, while onboard his motorcycle was shot by MOL five (5) unidentified armed men in front of LANECO Kapatagan at  vicinity Brgy Annex, Kapatagan, Lanao del Norte. The type of firearms used by the perpetrators are still being determined.Other Details:",,,,,,,"a. Accordingly, two (2) of the suspects were onborad a blue XRM motorcycle with unknown plate number. b. Pfc Catanes survived the shooting and was able to run to the PNP station at Kapatagan, LDN, leaving his motorcycle behind. b. Subject EP is now confined at Kapatagan District Hospital.","1LT LALANGAN, CO BCoy, 35IB immediately coordinated with P/INSP FERPAS, Chief of Police, Kapatagan, LDN for further investigation regarding the incident.",
