Journal Code,Unified Command,Region,Province,Type of Engagement,Reference,Report RN,Date,Summary Report,Enemy Side,Government Side,Civilian Side,Firearms Gained,Firearms Losses,Items Recovered / Loss,Other Details,Action Taken
19083,WESTMINCOM ,REGION IX,ZAMBOANGA DEL SUR ,ARREST,WESTMINCOM ,WMC-1710-02 ,17 Oct 2012,"On 171030H Oct 2012, a joint Law Enforcement Operation composed of Task Force Sanglahi/Alpha, MAPIO, 84th SAC PNP SAF, 53rd Coy, 5th Bn PNP SAF, PCTC, DIPO-WM, NISG-WM, AKG9, Isabela City Police Station, PRO 9 and RID, PRO 9 was conducted at the vicinity of Brgy Malamawi, Isabela, Basilan that resulted to the arrest of ASG-UTG Sub Leader Abdula ALAD @ SALIP ABDULLA MAGDAL/ANWAR MUDA/SALIP ABDULLAH/ABDUWA SALIP. subject was a known follower of late @Cmdr GLOBAL and @Cmdr ROBOT of Patikul Sulu based ASG. Among his involvement was the abduction of US Nationals Grace and Martin Burham.Enemy Side:",Arrested ASG Abdula ALAD SALIP ABDULLA,,,,,,,
19108,WESTMINCOM ,ARMM,SULU ,LIQUIDATION,WESTMINCOM ,WMC-2310-05 ,23 Oct 2012,"Progress Report from Journal Nr. 19085 dtd 10/23/2012On 171745 Oct 2012, The perpetrators in the attempted killing of SSg Tatah O Usman PN (M) last 171745 Oct 12 at Km 4, Brgy Tagbak, Indanan, Sulu were identified as ASG Members Darwin A Enggang, Sasel Enggang, Sabri U Jumdain, a certain Along and Adit (both LNU). The suspects are followers of ASG/UTG Sub-Leader Alhabsy Misaya presently hiding at So Talibang, Brgy Buansa of same municipality.",,,,,,,,
19140,WESTMINCOM ,ARMM,SULU ,ENCOUNTER,WESTMINCOM ,WMC-2810-01 ,28 Oct 2012,"On 280630 Oct 2012, Elements of 6MC, MBLT6 encountered  the group of Radulla Sahiron at vicinity Brgy Cabuntakas, Patikul Sulu. Result: 5-WIA on the gov’t side.Action Taken:",,,,,,,,"OOA 280758H Oct 12, two MD520MGs were prepositioned at Jolo to conduct CAS to the troops. The aircrafts arrived at Jolo at about 0904H same day."
19148,WESTMINCOM ,ARMM,SULU ,ENCOUNTER,WESTMINCOM ,WMC-2810-03  ,28 Oct 2012,"Progress Report from Journal Nr. 19140 dtd 10/29/2012On 281055 Oct 2012, Progress Report to our Incident Report Nr 28-10938 dtd 28 Oct 12 re elements of 6MC, MBLT6 encountered the group of Radulla Sahiron at vicinity Brgy Cabuntakas, Patikul Sulu on  280630H October 2012. OOA 281055H October 2012, while elements of 6MC, MBLT6 led by 1LT HOREL PN(M) were on their way to reinforce the elements of 36MC, MBLT6 encountered undet number of ASG at vicinity Buhanginan, Patikul, Sulu.",,   KIA:/1. Sgt Ricardo S Nacario 834788 PN(M)/2. Cpl Dexter John G Baterina 808829 PN(M)/3. Pfc Allan B Bercilla 897644 PN(M)/4. Pvt Glen C Gapasin 899933 PN(M)/   WIA:/1. TSg Eddie A Mingua 791620 PN(M)/2.  SSg Ruel B Bolina 808456 PN(M)/3. SSg Vener B Palaylay 807338 PN(M)/4. SSg Fermin S Sumabat Jr 812682 PN(M)/5. SSg Fernando L Bernaldez 812042 PN(M)/6. Sgt Roger M Manangan 824211 PN(M)/7. Sgt Cesar Louie R Mortis 840597 PN(M)/8. Sgt Hamprey B Tuble 831319 PN(M)/9. Sgt Radzman A Isnang 844634 PN(M)/10. Cpl Billy Joy A Toledo 865829 PN(M)/11. Pfc Marben D Cantivar 875862 PN(M)/12. Pfc Roldan C Pascua 884026 PN(M)/13. Pfc Fernando F Layugan Jr 876252 PN(M)/14. Pfc Mark Jouie B Martinez 894558 PN(M)/15. Pfc Anthony M Fuentes 846143 PN(M)/16. Pfc Ronald N Frotacio 881040 PN(M)/17. Pfc Mincia Pahitong 893512 PN(M)/18. Pfc Roderick N Torres 875862 PN(M)/19. Pvt Jayson S Mantiquilla 901889 PN(M)/20. Pvt Mark M Pagurayan 899968 PN(M)/21. Pvt Benedick R Villones 894659 PN(M)/22. Pvt Jeric A Ibanez 901853 PN(M),,,,,,"At about 1715H same day, U.S. evergreen helos departed KHTB, Busbus, Jolo, Sulu onboard five (5) WIA (TSg Mingua, SSg Bernaldez, Sgt Mortis, Pvt Villones and Pvt Ibanez) for CNGH, Zamboanga City and arrived CNGH helipad at about 1750H same day. At about 1758H same day, 2nd flight U.S. evergreen heli departed KHTB, Busbus, Jolo, Sulu onboard one (1) WIA (SSg Bolina) for CNGH, Zamboanga City and arrived CNGH helipad at about 1830H same day. Further, PN vessel PG390 directed to transport the four (4) KIA from Jolo, Sulu to NSRE, EMP, Zamboanga City. MNLF-MG:"
19063,WESTMINCOM ,REGION IX,ZAMBOANGA DEL SUR ,CONFISCATION OF FA/DEADLY WEAPONS,1ID ,1DC/A 1110-5891-2012   ,12 Oct 2012,"On 111625 Oct 2012, elements of “A” Coy, 55IB composed of one (1) Officer and ten (10) EP led by 1LT PABLEO S BALOJA JR (INF) PA provided law enforcement support during the search conducted by PNP Elements of ZDS-PPO led by P/CIns ROMMEL ETBEY and P/SIns JONATHAN LLADUC at the resident of Mr Tereso Desusa and Mr Rogelio Ybañez alleged MNLF members in Bgy Lower Landing, Dumingag, ZDS. The search was executed by virtue of Search Warrant dated 11 Oct 12 signed by Judge Romeo T Descallar, Vice Executive Judge of RTC 19, Pagadian City. Result: Confiscation of one (1) COLT 1911 Cal .45 Pistol (SN: 638172) with one (1) magazine loaded with seven (7) rounds ammunition, and five (5) short and two (2) long magazines for cal .45 without ammo, and one (1) samurai sword.Firearms Gains:",,,,Confiscated/1 - Cal .45 pistol COLT 1911 (sn: 638172),,Confiscated/6 - magazines for cal .45 pistol with ammo/2 - magazines for cal .45 pistol  with ammo/1 - Samurai,,Mr. Desusa was brought to ZDS-PPO in Pagadian City for investigation along with the confiscated items. MILF:
19115,NOLCOM ,ARMM,LANAO DEL SUR ,HARASSMENT,WESTMINCOM ,WMC 2510-01 ,25 Oct 2012,"On 241745 Oct 2012, the advance post of hill top detachment of 4th LS CAA Coy, Echo Coy, 51IB stationed at Brgy Maganding, Picong, LDS situated MOL 500 meters NW of said detachment was strafed by undetermined number or armed men allegedly led by a certain Taba Pagayawan, Cmdr of 115th Base Command, WMF, BIAF, MILF using HPFAs.Immediately troops manning said detachment composed of twenty five (25) CAA pers led by Sgt Lomucso PA retaliated . Firefight lasted for twenty (20) minutes.No reported casualties on both sides. Action Taken:",,,,,,,,"At about 1810H same day, one (1) section of Bravo Coy, 51IB under 2LT ARIEL BULAGAO PA proceeded at said detachment for reinforcement."
emc10273,EASTMINCOM ,REGION 12,SULTAN KUDARAT ,SIGHTINGS,NFEM ,CDO-1012-059 ,11 Oct 2012,"On 061500 Oct 2012, On or about 061500 Oct 12, undet nr of MILF combined forces of 104TH BC and MNLF Led by Cmdrs Teng Jikiri and Diok Maulana respectively has been monitored consolidated at Brgy Napnapon )GC-51 NXG 388839), Municipality  of Palimbang. Reportedly, said group will augment the forces of Cmdr engig and Bondi Binago who encountered the PMC troops in said place. In addition, a group of New Armed men was also seen with the same group and believed to be members of LE under Ameril Umbra Kato. Source firther disclose that the Christian community of Brgy Nap Napon was alerted by the aforesaid group to vacate their respective residence. Subsequently, the Christian evacuees  proceeded at Brgy Kanipaan, Palimbang, Sulkud bringing along with them their personal belongings and lives stock.Other Details:",,,,,,,"Allegedly , a certain Bapa Doming Binago, Businessman, residence of Milbuk wharf, Palimbang, Sulkud is a Brother of Cmdr Binago, serve as look –Out/monitoring the movement/ activities of PMC along the wharf./2. The abovementioned group are reportedly collecting one (1) sack of rice from owners of rice fields as revolutionary tax and undet amount of money from the owners of coconut plantation every harvest time./3.  Reportedly, the said group would engage the PMC upon return at Brgy Napnapon, Palimbang, Sulkud anytime.",1MBDE  would endeavor to continue monitor the aforesaid group to preempt enemy hostile activities and said info was obtained through personal meeting at palimbang Municipal. LAWLESS ELEMENTS:
19149,NOLCOM ,REGION II,ISABELA ,HARASSMENT,NOLCOM ,CN-1433-29-10-12 ,29 Oct 2012,"Progress Report from Journal Nr. 19129 dtd 10/30/2012On 270830 Oct 2012, on 270915 Oct 12, Sgt Rolando Bondoc PA commander, CASALA PB directed his CAA personnel who were on off duty status residing near the area to confirm the veracity of the information and they found and recovered four (4) pcs empty shells of M16 rifle at the reported site, at So Guibang of same Barangay.",,,,,,,The firefight lasted for almost three (3) minutes with negative casualty on government side while undetermined on enemy side,"All patrol bases are directed to conduct security patrols regularly./EMC10234 /EASTMINCOM (ARMM)/SULTAN KUDARAT (HARASSMENT)/Ref: 1MARBDE Report RN: 1MBDE3-1012-26 dtd 05 Oct 2012/On 050800 Oct 2012, Operating elements of 62nd Marine Coy,  Force Recon Bn were   while clearing  at objective  3 vicinity  Brgy Balwan, Palimbang, SK (51N XG 3923687367) they were fired upon by undetermined number of lawless elements coming from 50 degrees northeast of their location which  prompted them  to retaliate."
EMC10237,EASTMINCOM ,REGION 12,SARANGANI ,HARASSMENT,10ID ,10ID3-TOC-0610-420-12 ,06 Oct 2012,"On 060620 Oct 2012, Spot report: On 060620 Oct 12, encounter transpired between tribal force (T’Boli) and MOL 20 Lawless Armed Grp led by Datu Ingig and Udtug Talumpa at So Kadapukan (51NXG 580 844), Brgy Tuanadatu, Maitum, SP. Firefight lasted for about 30 mins. The incident took place when MOL 20 LAG led by Datu Ingig and Udtug Talumpa attacked the position of the tribal force (Tboli) at So Kadapukan (51NXG 580 844), Brgy Tuanadatu, Maitum, SP forcing the latter to withdrew towards So Napilay (51NXG 572 842), Brgy Tuanadatu, Maitum, SP.  Result: 1 - WIA incurred on the tribal force named Tomo Longgoyan Molok who was hit on his left thigh. ",,,,,,,"Remarks: This is the same group that attacked and killed Kag Freddie Macatin, his wife and brother in law sometimes on 16 Aug 12.",73IB dispatched 2 sections to the area supported by 2- 105mm Howitzers. 
EMC10248,EASTMINCOM ,REGION 12,SARANGANI PROV ,ENCOUNTER,10ID ,10ID-TOC-0710-423-12 ,07 Oct 2012,"Progress Report from Journal Nr. Progress report to our cnr:  EMCOC – 0610 – 237– 12 dtd 10/7/2012On 060620 Oct 2012, re  encounter transpired between tribal force (T'Boli) and MOL twenty (20) Lawless Armed Group led by Datu Ingig and Udtug Talumpa at So Kadapukan (51NXG 580 844), Brgy Tuanadatu, Maitum, Sarangani Province on 060620 October 2012. ",,,,,,,,"One section under Sgt Putol of C/73IB went to assist the withdrawing T’boli folks while confronting the marauding lawless armed group. Indirect Support Fire was delivered to identify enemy positions to support the operating section and to stop the lawless armed group from continuing advancing and siege of Brgy Tuanadatu. 2. On 061100H Oct 2012, two (2) sections led by LT TALOSIG closed in to clear the impact areas while one (1) Coy 102DRC & one (1) Coy, A Coy/27IB serve as follow-on forces."
EMC10306,EASTMINCOM ,REGION 12,NORTH COTABATO ,HARASSMENT,6ID ,6DTOC-1510-687- 2012 ,15 Oct 2012,"On 151925 Oct 2012, Dungguan Det of 44th NC CAAC under Alpha Company,  38Cadre Bn, 6ID, PA based at vicinity GC 51N XH 735842  Brgy Dunguan, Aleosan, North Cotabato   was harassed by undetermined number of fully armed men believed to be member of armed lawless group under unknown commander. Said harassment is believed to be retaliation of said armed lawless group in connection with the neutralization of a certain @ Tha by elements of 40IB, 6ID, PA while evading a military checkpoint in Midsayap, Cotabato on 081710 October 2012 . ",,,,,,,,
EMC10309,EASTMINCOM ,15,15 ,15,6ID ,CNR 6DTOC-1610-689- 2012 ,16 Oct 2012,"On 160020 Oct 2012, Tubon CAA Detachment at vicinity 51N XJ  58680129, Brgy Tubon, Pigkawayan, North Cotabato was fired upon by undetermined number of armed men approximately 700 meters away in the western portion from the detachment. Gunfire lasted for three (3) minutes.Action Taken:",,,,,,,,"Troops of Tubon Detachment are still on alert and troops from ACoy, 40IB, 6ID, PA under  1LT LASAM prepared for possible reinforcement. Progress Report to follow"
EMC10320,EASTMINCOM ,REGION 12,NORTH COT ,HARASSMENT,6ID ,6DTOC-1610-691- 2012 ,16 Oct 2012,"Progress Report from Journal Nr.  Progress report to ourad msg cnr EMCOC – 1610 – 309 – 12  dtd 10/18/2012On 160020 Oct 2012, On or about 160020 October 12, Tubon CAA Detachment under Cpl Paraiso (Inf) PA at vic 51N XJ 586012 Brgy Tubon, Pigkawayan, North Cotabato fired upon by MOL twenty (20) fully armed men under unknown Cmdr. Troops immediately returned fire towards the enemy position at vic (51N XH 584012) forcing the enemy to withdrew towards vic So Marcus, Brgy Bulucaon, Pigkawayan, North Cotabato. Firefight lasted for almost ten (10) minutes.",,,,,, - Thirteen (13) empty shells for 5.56/ - five (5) empty shells for 7.62/ - six (6) empty shells for cal .50/ - one (1) live ammo for cal .50/ - one (1) unexploded RPG ammo and written letter addressed to 40TH IB            ,"Ammo Expenditures: Cpl Paraiso – M16 - 50 rounds, Pfc Damba – M16 - 50 rounds, Pfc Sanchez – K3 -150 rounds, Pfc Peres – M16 - 50 rounds, Pfc Habitacion – M16 - 50 rounds, Pfc Morante – M16 - 50 rounds and CAA Roquero – Cal.30 (Garand) - 40 rounds     ","On or about  160550 October 2012, one (1) section fm Acoy CP under 2lt Magsino (CE) PA onboard KM450 vehicle jumped off from Coy CP proceeded at vic (51N XJ 584012) Brgy Tubon, Pigkawayan, North Cotabato and arrived thereat at about 0635H. Afterwhich, said troops conducted clearing operation in the area approx 220 mtrs  away from the detachment. Result: Government side: Negative casualties while undetermined killed/wounded on the enemy side."
EMC10362,EASTMINCOM ,REGION 12,NORTH COTABATO ,ENCOUNTER,6ID ,6DTOC-2210-706- 2012 ,22 Oct 2012,"On 220630 Oct 2012, an encounter transpired at vic   Brgy Lower Paatan, Kabacan, North Cotabato between government troops led by 1LT VALDEZ (INF) PA, CO, “A” COY, 7IB, 6ID, PA, one (1) Section of CAA led by SSG Fernandez together with Kabacan PNP against the group of a certain Cmdr Kadatuan, an Armed Lawless Group Leader. Firefight lasted for fifteen (15) minutes. Result: One (1) WIA on the government side, identified as CAA Pissaro while undetermined on the ALGs side. Progress report to follow.Government Side:",,CAA  PISSARO  ,,,,,,
EMC10381,EASTMINCOM ,REGION 12,NORTH COTABATO ,ENCOUNTER,6ID ,6DTOC-2510-715- 2012 ,25 Oct 2012,"Progress Report from Journal Nr. Progress report to our cnr: EMCOC – 2210 – 362 – 12 dtd 10/25/2012On 220630 Oct 2012, re encounter of combined elements of 7IB, 38CBn and PNP  at vic  Brgy Lower Paatan, Kabacan, Cotabato  OOA 220630 Oct 2012. ",,,,,,,"Ammo Expenditures:     7IB, 6ID, PA - 720 rds of 5.56mm, M16, 240 rds of 7.62mm, M14, 10 rds of 40mm GL , 400 rds of 5.56 link (K3), 800 rds of 7.62mm M60 GPMG and 16 rds of 60mm mortar.  1st Light Armor Pltn, 1st Section, 3ACT, LAD, PA -100 rds of .50 cal.  and 2MIB, 1st Mech Bde, LAD, PA - 20 rds of .50 cal, and 3 rds 40mm AGL.    32nd NC CAAC, B Coy, 38CBn, 6ID,PA – 25 rds of 5.56mm M16, 110 rds of 7.62mm M14 and 86 rds of cal .30mm, Garand. For information.            ",
EMC10406,EASTMINCOM ,REGION 10,BUKIDNON ,SHOOTING,4ID ,OPNS 3010-1872-12 ,30 Oct 2012,"On 282345 Oct 2012, Progress report  re shooting incident of three personnel from 8IB by a certain Ariel Lagaraswho went on amokat vicinity Freedom Park, Brgy 4A, Quezon, Bukidnonon or about 282345 October 2012 which resulted to the woundingof Pfc Ariel S Cuyos888963 (Inf) PA.Government Side:",,KIA/Pfc Ariel Cuyos 888963 PA,,,,,"Based on the investigation conducted by 8IB states that on or about 282100 October 2012, the three (3) personnel of 8IB with the permission of their Section NCO attended a fiesta celebration at BrgyPoblacion, Quezon, Bukidnon./b. At about 2345H, while on their way back to their detachment at BrgySalawagan, Quezon, Bukidnon they were stopped by a certain Ariel Lagaras who went of amok and without any provocation fired a shot towards the three (3) personnel which hits PfcCuyos./c. On or about 290415 October 2012, Pfc Ariel S Cuyos 888963 (Inf) PA was declared dead by the attending Physician Dr Erwin B Suan and Dr Kenneth Nomer E Escalonte at said hospital.","a. 8IB is now facilitating the necessary requirements and assistance to be extended to the bereaved family. b. Operatives of 8IB in coordination with PNP Quezon, Bukidnon is still locating the whereabouts of the suspect."
19041,WESTMINCOM ,ARMM,BASILAN ,AMBUSH,WESTMINCOM ,WMC-0810-01 ,08 Oct 2012,"On 071130H Oct 2012, MAJ RAMON A TORRES (OS) PA and his men on board one (1) military vehicle KM450 while traversing the Basilan Circumferential Road (BCR), was fired upon by undetermined armed men MOL 100 mtrs away from the road and about 150 mtrs from the location of route security at vicinity of Brgy Tumahubong, Sumisip, Basilan Province. The squad led by Sgt Penaranda, fired suppressive shots towards the enemy position. Negative Casualty on Gov't side while undet on the enemy.Action Taken:",,,,,,,,"a. MAJ TORRES PA directed the squad to linked-up and subsequently conducts clearing operations to the south of BCR at about 200 mtrs away with negative enemy contact.b. One (1) section of reinforcement from Bravo Coy, 64IB led by CPT ULANGKAYA PA arrived in the area to conduct clearing operation.c. At about 1300H same day the group of MAJ TOORES  PA, displaced the area.d. All units involved in in conducting route security were advised to be highly mobile and use concealment to preempt enemy hostile plan. "
