Journal Code,Unified Command,Region,Province,Type of Engagement,Reference,Report RN,Date,Summary Report,Enemy Side,Government Side,Civilian Side,Firearms Gained,Firearms Losses,Items Recovered / Loss,Other Details,Action Taken
16294,EASTMINCOM ,REGION XII,COTABATO CITY ,APPREHENSION,EASTMINCOM ,EMCOC-2312-037-11 ,23 Dec 2011,"On 231740 Dec 2011, Datukan Montok Samad and Eliseo Lamayao was apprehended by joint elements of Marines and PNP SAF under JTFK in REF to CC # 70-119 Kidnap for Ransom and 10-115 Robbery in Band with double homicide. Accordingly, the suspects were passing through the checkpoint of CCI Detachment going to Sultan Kudarat direction from Cotabato City proper when the duty checkpoint flagged down a Honda XRM motorcycle bearing plate Nr 8480 KL (Alarmed). The suspect was accosted beside the post of checkpoint but Datukan escaped prompting the duty personnel to chase after him until entered the Mosque of RS Buan, Pob 1, Cot City. The Mosque Beat Him up interfering their ongoing mass. pursuing marines led by Pfc Aguirre apprehended the subject the subject and brought him to CCI Det for further investigation.Other Details:",,,,,,,Recovered from Mr Dakutan are one (1) fragmention grenade and one (1) marked motorcycle.,The apprehended persons and confiscated items will be turned over to PP1 upon documentation.
EMC11114,EASTMINCOM ,REGION XI,DAVAO DEL SUR ,RECOVERY OF FA,10ID ,10ID3-TOC-2911-605-11  ,29 Nov 2011,"On 300600 Nov 2011, A platoon (-), Bravo Coy, 27IB led By 2LT REVANTE (INF) PA recovered two (2) Garand Rifles from the two (2) unidentified men while on pursuit operations at Sitio Balbacog, Brgy Bolosalo, Kiblawan, Davao Del Sur.Firearms Gains:",,,,Recovered/2 - M1 Garand rifles (sn: 5325451 & Tampered SN:4359218),,,"a. Accordingly, the two fled towards North East Direction leaving their two (2) Cal 30 M1 Garand rifles when they sense the presence of government troops./b. Said armed men are believed to be responsible of the disarming of SMI security guards.",Scout Platoon led by 2LT NAUS (INF) PA reinforced the Pltn (-) led by 2LT REVANTE (INF) PA to conduct follow-up operations.
EMC12048,EASTMINCOM ,REGION XII,SULTAN KUDARAT ,SHOOTING,6ID ,6DTOC-2512-829-11 ,25 Dec 2011,"On 241845 Dec 2011, Belated Report: OOA 241845 DEC 11, A certain Roger Alhamra, 58 yrs old, married, resident of  Purok 7, Brgy Bual, Isulan, Sultan Kudarat while celebrating his Birthday and having a drinking spree with his friends at the backyard of his residence were shot by a certain @ Bauti and @ Jun, armed with 12 Gauge shot gun and carbine. Fortunately , the victim did not incur any gunshot wounds. After which, the suspects fled towards unknown direction.Action Taken:",,,,,,,,"Combined elements of Task Force Isulan led by 1LT RENE G DATUGAN JR (INF) PA and one (1) team from BCoy both of 46th IB, 8TH ID, PA led by CPT RICHARD D KADIL together with Isulan PNP led by P/INS JOJET NICOLAS responded to the area. Isulan MPS is now investigating the incident for possible apprehension of the suspects and for filling appropriate charges."
EMC12049,EASTMINCOM ,REGION XII,MAGUINDANAO ,SHOOTING,6ID ,6DTOC-2512-827-11 ,25 Dec 2011,"On 251035 Dec 2011, SPOT REPORT: OOA 251035 DEC 2011, A certain Farida Ampatuan, female, married, 42 yrs old, resident of  Poblacion Mother, Shariff Aguak, Maguindanao by  unidentified perpetrator riding on a colored black XRM motorcycle who immediately fled towards Sitio Bako of same Brgy.The victim was brought to IPHO Maguindanao but declared dead on arrival by her attending  physician.",,,Killed/Mrs Farida Ampatuan,,,,,Intel operatives of 45TH IB together with Shariff Aguak PNP proceeded to the incident area to conduct investigation. Progress report to follow
EMC12060,EASTMINCOM ,XII,SOUTH COTABATO ,RECOVERY OF IED,10ID ,10ID3-TOC-2612-624-11 ,26 Dec 2011,"On 261000 Dec 2011, An IED composed of two (2) cartridges of 81MM mortar HE with three (3) blasting caps, operated with one (1) cell phone Samsung, three (3) 9V energizer batteries and two (2) electronic circuit with two relays were recovered by the responding personnel of 72EOD team, 64th EOD tm, South Cotabato PNP EOD personnel, AFP/PA K9 unit in front of Polomolok National High School, Poblacion, Polomolok, South Cotabato. Other Details:",,,,,,,"Accordingly, Said IED was placed inside the sack and wrapped with jacket emplaced by unidentified suspect in the said area. The IED’s were noticed by a student of said school on 0845H same day and subsequently reported to duty school guard.  Furthermore, Said IED was also wrapped by a bundle of leaflets with the following markings: “Moro’s Arise, 35 years of deceptive peace negotiation -Bym-bim “and “Bangsamoro independence movement”.   Remarks: Said IED’s were turned-over to South Cotabato PNP for proper disposition.",
EMC12068,EASTMINCOM ,REGION 12,SULTAN KUDARAT ,STRAFING,6ID ,6DTOC-2812-836-2011 ,30 Dec 2011,"On 281230 Dec 2011, CARP Awardees of the land of Mr Chito Montilla were harvesting the palm oil at vicinity Purok Esmeralda, Brgy Katungal, Tacurong City escorted by the CVO of said Brgy. While they were on the process of said harvest, six (6) unidentified fully armed men wearing bonnets appeared with an estimated distance of 75 meters from them and two (2) of said unidentified armed men fires their shotgun and M16 rifles towards them. Immediately, one (1) CVO security escort of said CARP Awardees responded prompting said unidentified armed men to withdrew towards unknown direction after about 10 minutes exchange of gunfire’s. Action Taken:",,,,,,,,"At about 1400H same day, Tacurong City PNP together with COLT 332, 601 Bde responded and proceeded at the scene of the incident and recovered one (1) empty shell of cal. 5.56mm."
EMC12138,EASTMINCOM ,REGION XII,SARANGANI PROV ,APPREHENSION,10ID ,10ID3-TOC-0312-610-11  ,04 Dec 2011,"On 022000 Dec 2011, joint elements of PNP (SPPO, CIDG12, SPPSC, SARANGANI CIDT, RID12 and SAF) led by PSUPT ARPHA ABUL KYR MACALANGCOM; AFP Units (73IB, MIG12, 102MICO and JTF GENSAN) led by MAJ REY ALVARADO and CPT EMMANUEL V BAJAN; and NICA12 led by Bert Dapulang served the warrant of arrest against the group of Mohammad Jaafar Maguid Alias Tukboy/Tikboy/Abu Ghaid/Abu Ghaib at Sitio Maguid, Brgy Daliao, Maasim, SP.  However, subject person and his group eluded arrest upon sensing the arrival of operating troops except Basirin Tungan @ Palos who was apprehended. ",,,,,, - a. One (1)  Cal 5.56 mm Rifle Ultimax  (SN 572481)/ - b. One (1) M14 Rifle (SN 7780186)/ - c. One (1) M16 RIFLE (Defaced) w/ Scope & Grenade Launcher attached / - d. One (1) Garand Rifle (SN 1031542)/ - e. One (1) M79 Homemade Grenade Launcher / - f. Seven (7) Mag Assy for M14 rifle with  ammo/ - g. Three (3) Short Mag Assy for M16 Rifle loaded with live ammos / - h. Seven (7) rounds Cal 40mm HE/ - i. Two (2) Rifle Grenade with casing/ - j. Two (2) sets of Bandolers for M14 and M16 rifle/ - k. One (1) clip with eight  (8) rds of Ctg Cal 30 mm/ - l. One (1) mag assy for M16 Rifle loaded with live ammos  / - m. Assorted Improvised Explosive Devised (IED) components.,,Subject person subsequently brought to CIDG 12 Office for documentation and proper disposition of the case.  
emc12144,EASTMINCOM ,REGION XII,SULTAN KUDARATSULTAN KUDARAT ,ENCOUNTER,10ID ,10ID3-TOC-0512-611-11 ,05 Dec 2011,"On 051430 Dec 2011, Spot Report: On 051430 Dec 11, operating troops of 27IB while on combat operations encountered undetermined number of armed group believed to be Bandits/ALG under Dagil Capeon at vic Sitio Datal Saub (GS 2820), Datalblao, Columbio, SK. Firefight still on ongoing as of this report. Initial result:",,,,Recovered/1 - M14 (sn: )/1 - cal .30mm m1 carbine (sn: ),,,,TOG XI was alerted for possible conduct of CAS  For information.
EMC12154,EASTMINCOM ,REGION XII,COTABATO ,APPREHENSION,NFEM ,CDO 1211-034  ,06 Dec 2011,"On 060430 Dec 2011, Joint elements of intel operatives and personnel of 57th Marine Coy apprehended a certain Joven D Pagilan at Esteros Detachment, Brgy Esteros, Cotabato City with arrest warrant for murder in reference to criminal case number 2011-4404. Other Details:",,,,,,,Subject was going to Cotabato City from Tamontak 2 when held in checkpoint. Jove Pangilan was properly turned – over to CCPO for proper disposition.,
16193,WESTMINCOM ,ARMM,LANAO DEL SUR ,CONFISCATION OF FA/DEADLY WEAPONS,"1ID, PA ",1DC-0312-3122-2011 ,03 Dec 2011,"On 021200 Dec 2011, one (1) Section of BCoy, 65IB, under 2LT ANTHONY B LUCAS (INF) PA, while conducting security patrol at vic Bgy Lumbac-Ingud, Tamparan, LDS, apprehended a certain Mr. Macabantog Mandong, a resident of Brgy Lumbac-Ingud, for possession of one (1) M14 rifle and one (1) Garand rifle.Enemy Side:", Apprehended/ Macabantog Mandong ,,,Confiscated/1 - M14 rifle (sn: 6203527)/1 - Garand rifle (sn: 1637193),,3 - Magazines for M14 rifle w/ three (3) live ammo/ - Clip magazine for Garand rifle w/ four (4) live ammo/2 - Hand Grenades,,The suspect was brought to H65IB for proper investigation.
16216,WESTMINCOM ,REGION IX,ZAMBOANGA SIBUGAY ,ABDUCTION,1ID ,1DC 0512- 31579-2011 ,07 Dec 2011,"On 051820 Dec 2011, a certain Warren Richard Rodwell, Australian National, 53 years old, married and presently residing at Lot 21 Blk 4, Greenmeadows Subdivision, Bgy Lower Pangi, Ipil, ZSP was forcibly abducted at his residence by six (6) unidentified armed men. The victim was brought towards Sitio Dungguan, Bgy Pangi, Ipil, ZSP onboard a multicab.Civilian Side:",,,Abducted/Mr Warren Richard Rowell,,,,,"OOA 051820H December 2011, S2 personnel of 102Bde left station and proceeded to the area to monitor and coordinate with the PNP counterparts thereat.OOA 051823H December 2011, one (1) squad 16SFC jumped-off company base onboard two (2) speedboats to conduct sea blockage along the Bucana of Tenan River, Bgy Tenan, Ipil, ZSP.OOA 051828H December 2011, two (2) squad from 11DRC led by SS Dansalan left Coy base together with one (1) team of PNP from ZSPPO and proceeded towards the area to conduct pursuit operation thereat."
16223,WESTMINCOM ,REGION IX,ZAMBOANGA DEL SUR ,KIDNAPPING,"1ID, PA ",1DC0811-3185-2011 ,08 Dec 2011,"On 081545 Dec 2011, an attempted kidnapping of three (3) teachers occured at vic Limaong Elem School, Brgy Limaong, Zamboanga City by unindetified five (5) armed men  with Cal. 45.However,CAA unedr 1st ZCCAA Coy,TFZ and CVO elements who were conducted area security in the same place immediately responded and fired on the abductors causing them to abort their plam and withdrew towards the shoreline and leaved there the three (3) teachers.Other Details:",,,,,,,"After the incident, the teachers brought to Limaong Detachment.","One 910 team from Limaong Det ""C"" Coy,18IB led b SSg Fabial immediately proceeded to the incident to reinforced and conducted pursuit opertaion to the assailant. Ooa 081600H Dec 2011,one (10 squad from Muti Pat base composed of one (1) Officer and ten (10) EP led by 2LT GUADILLA (INF)PA ,left Pat Base and proceeded towards Limaong Island together with PNP from Vitali Police Station. Likewise, same day ten (10) EP (SFT402/14DRC) from Bolong Det led by SSg Fallorina left Bolong Pat Base onboard two (2) speedboats and proceeded towrads the vic of Limaong Island and conducted seaborne clearing thereat. "
16225,WESTMINCOM ,REGION IX,ZAMBOANGA DEL NORTE ,RECOVERY OF FA,"1ID, PA ",:  1DC 0712- 3195-2011 ,10 Dec 2011,"On 090630 Dec 2011, CPT SAMURA P IBRAHIM (INF) PA, Task Group “Sirawai Internal Defense Force” (TG “SIDF”) Commander, 44IB was able to recover the missing M16 rifle bearing SN 4383395 which was forcibly taken from PFC Mando T Pakilulla 818825 (Inf) PA of 3/2/H/44 through the help of a concerned Muslim elder at So Sicanan, Bgy Latabon, Siocon, ZDN.",,,,,,,,
16226,WESTMINCOM ,ARMM,SULU ,HARASSMENT,WESTMINCOM ,WMC-1012-01 ,11 Dec 2011,"On 092100 Dec 2011, undet nr of armed men harassed the 545th ECBN located at ATO Complex, Jolo, Sulu. Firefight lasted for almost fifteen (15) minutes.",,,,,,,,
16232,WESTMINCOM ,REGION XI,MARAWI CITY ,RAID,1ID ,1DC 1012-32-01-2011 ,11 Dec 2011,"On 091600 Dec 2011, one (1) squad under CPT DUMALAGAN PA conducted raid / law enforcement operation to a suspected drug haven and illegal operation of video karera machines at vic Brgy Lilod, Marawi City that resulted to the confiscation of four (4) video karera machines, shabu, paraphernalia.Action Taken:",,,,,,,,"Confiscated items were under the custody of 65IB, 9ID, PA for safe keeping and proper disposition."
16243,WESTMINCOM ,REGION IX,ZAMBOANGA SIBUGAY ,RECOVERY OF WAR MATERIEL,WESTMINCOM ,WMC-1312-01 ,13 Dec 2011,"On 121800 Dec 2011, a hand grenade was discovered in front of Llagan Pharmacy at vic Brgy Poblacion, Malangas, ZSP. Accordingly, said explosive was dropped by unidentified person at said place and immediately left aboard a single Yamaha DT motorcycle.Items Recovered / Loss: ",,,,,,1  - Hand grenade,,"a. On 130600H Dec 11, joint elements of 34EOD, 3EODD, EODBn led by SSgt Roderick Buendia (OS) PA, 11DRC led by Pfc Emerson Cordova (Inf) PA and operatives of 53IB led by Cpl Salvador Borces, together with PNP Malangas, ZSP proceeded at the aforemention place for the recovery of the said explosive. b. At about 0800H same day, the said explosive was safely recovered and was further brought by EOD team at their Hqs at 102Bde, Sanito, Ipil, ZSP for proper disposition."
16255,WESTMINCOM ,REGION IX,ZAMBOANGA SIBUGAY ,EXPLOSION (GENERAL,WESTMINCOM ,WMC-1612-02 ,16 Dec 2011,"On 152045 Dec 2011, an IED was exploded at the residence of a certain Amelia P Enad, of legal age and married at vic Purok 5, Brgy Villacorte, Suba Nipa, Zamboanga Sibugay Province.Items Recovered / Loss: ",,,,,,1 - piston kit (Detonating cord)/ - Paper container and bamboo splits,"a. Initial investigation conducted by pers of 18IB and PNP of Suba Nipa disclosed that the victim together with her two (2) years old son while sleeping at their residence, they were awaken by an explosion coming from their kitchen that caused them to scamper. /b. The troops revealed that the explosion was an IED using component of pyrotechnic materials placed in a container with a detonating cord. No one was hurt/injured during the incident. The motive is still unknown and the suspect still unidentified./c. Intel Operations 18IB were tasked to conduct investigation for the possible identification and motive of the suspects.","On 152120H Dec 2011, one 91) team from 3ZSP CAAC Solar Detachment, Suba Nipa, ZSP led by SSgt Daelto together with PNP of Suba Nipa proceeded to the crime scene for the possible crackdown/identification of the suspect but yielded negative result. Said troops returned to detachment at about 2230H same day."
16257,WESTMINCOM ,REGION IX,ZAMBOANGA DEL SUR ,RECOVERY OF IED,WESTMINCOM ,WMC-1712-01 ,17 Dec 2011,"On 161235 Dec 2011, reported suspected IED at NFA warehouse, San Roque, Zamboanga City.Items Recovered / Loss: ",,,,,,1 - IED,"Based on the recovered components, the perpetrators might have lighted the wick after placement at the target but the firecracker wick failed to detonate.","At about 1240H same day. joint elements of 32EODTm, 3EODD led by SSg Cornelio C Galagate(OS) PA and PNP Bomb Squad from Zamboanga City Police office led by P/INSP MEMOrACION immediately proceeded in the area and successfully recovered the following components:two (20 inches (approx) burned firecrackers wick, three (3) each NONEL Blasting Cap (used for dynamite fishing) and one (1) each Axe Spra Deodorant Container filled with approximately 1/2 idio suspected ANFO.Recovered IED were immediately turned over to ZCPO bomb Squad for proper disposition."
